rank_this_week,rank_last_week,player_name,events,money,ytd_victories,tournamet_id,tournament_name,year,type
T62,,Zac Blair,1,"$14,388",NA,t006,Sony Open in Hawaii,2020,weekly
T62,,Talor Gooch,1,"$14,388",NA,t006,Sony Open in Hawaii,2020,weekly
64,,Satoshi Kodaira,1,"$14,058",NA,t006,Sony Open in Hawaii,2020,weekly
1,T48,Tyler Duncan,1,"$1,188,000",NA,t493,The RSM Classic,2020,weekly
2,,Webb Simpson,1,"$719,400",NA,t493,The RSM Classic,2020,weekly
3,,Sebastián Muñoz,1,"$455,400",NA,t493,The RSM Classic,2020,weekly
4,1,Brendon Todd,1,"$323,400",NA,t493,The RSM Classic,2020,weekly
T5,T41,Henrik Norlander,1,"$244,200",NA,t493,The RSM Classic,2020,weekly
T5,,K.H. Lee,1,"$244,200",NA,t493,The RSM Classic,2020,weekly
T5,T18,Scottie Scheffler,1,"$244,200",NA,t493,The RSM Classic,2020,weekly
T8,T48,Denny McCarthy,1,"$199,650",NA,t493,The RSM Classic,2020,weekly
T8,,D.J. Trahan,1,"$199,650",NA,t493,The RSM Classic,2020,weekly
T10,T2,Vaughn Taylor,1,"$160,050",NA,t493,The RSM Classic,2020,weekly
T10,,Alex Noren,1,"$160,050",NA,t493,The RSM Classic,2020,weekly
T10,T23,Brian Stuard,1,"$160,050",NA,t493,The RSM Classic,2020,weekly
T13,T48,Matthew NeSmith,1,"$110,550",NA,t493,The RSM Classic,2020,weekly
T13,,Keith Mitchell,1,"$110,550",NA,t493,The RSM Classic,2020,weekly
T13,T41,J.T. Poston,1,"$110,550",NA,t493,The RSM Classic,2020,weekly
T13,T68,Brian Harman,1,"$110,550",NA,t493,The RSM Classic,2020,weekly
T13,T72,Scott Brown,1,"$110,550",NA,t493,The RSM Classic,2020,weekly
T13,,Nick Watney,1,"$110,550",NA,t493,The RSM Classic,2020,weekly
T19,,Ricky Barnes,1,"$80,850",NA,t493,The RSM Classic,2020,weekly
T19,T33,Russell Knox,1,"$80,850",NA,t493,The RSM Classic,2020,weekly
T19,T62,Cameron Tringale,1,"$80,850",NA,t493,The RSM Classic,2020,weekly
T22,T41,Chase Seiffert,1,"$57,420",NA,t493,The RSM Classic,2020,weekly
T22,53,Talor Gooch,1,"$57,420",NA,t493,The RSM Classic,2020,weekly
T22,,Doc Redman,1,"$57,420",NA,t493,The RSM Classic,2020,weekly
T22,,Jim Furyk,1,"$57,420",NA,t493,The RSM Classic,2020,weekly
T22,T33,Ryan Armour,1,"$57,420",NA,t493,The RSM Classic,2020,weekly
T22,,Fabián Gómez,1,"$57,420",NA,t493,The RSM Classic,2020,weekly
T28,,Kyle Stanley,1,"$43,230",NA,t493,The RSM Classic,2020,weekly
T28,T41,David Hearn,1,"$43,230",NA,t493,The RSM Classic,2020,weekly
T28,,Tim Wilkinson,1,"$43,230",NA,t493,The RSM Classic,2020,weekly
T28,,Troy Merritt,1,"$43,230",NA,t493,The RSM Classic,2020,weekly
T28,,Hank Lebioda,1,"$43,230",NA,t493,The RSM Classic,2020,weekly
T33,T48,Scott Stallings,1,"$32,258",NA,t493,The RSM Classic,2020,weekly
T33,T76,Jim Herman,1,"$32,258",NA,t493,The RSM Classic,2020,weekly
T33,T33,Harry Higgs,1,"$32,258",NA,t493,The RSM Classic,2020,weekly
T33,T2,Adam Long,1,"$32,258",NA,t493,The RSM Classic,2020,weekly
T33,,Brandon Hagy,1,"$32,258",NA,t493,The RSM Classic,2020,weekly
T33,,Bill Haas,1,"$32,258",NA,t493,The RSM Classic,2020,weekly
T33,,Alex Cejka,1,"$32,258",NA,t493,The RSM Classic,2020,weekly
T33,T11,Dylan Frittelli,1,"$32,258",NA,t493,The RSM Classic,2020,weekly
T41,T68,Scott Harrington,1,"$22,148",NA,t493,The RSM Classic,2020,weekly
T41,,Stewart Cink,1,"$22,148",NA,t493,The RSM Classic,2020,weekly
T41,T68,Luke Donald,1,"$22,148",NA,t493,The RSM Classic,2020,weekly
T41,,Rhein Gibson,1,"$22,148",NA,t493,The RSM Classic,2020,weekly
T41,,Mark Anderson,1,"$22,148",NA,t493,The RSM Classic,2020,weekly
T41,,David Lingmerth,1,"$22,148",NA,t493,The RSM Classic,2020,weekly
T47,,Anirban Lahiri,1,"$17,006",NA,t493,The RSM Classic,2020,weekly
T47,,Chesson Hadley,1,"$17,006",NA,t493,The RSM Classic,2020,weekly
T47,T68,Ryan Brehm,1,"$17,006",NA,t493,The RSM Classic,2020,weekly
T50,,Rob Oppenheim,1,"$15,494",NA,t493,The RSM Classic,2020,weekly
T50,,Luke List,1,"$15,494",NA,t493,The RSM Classic,2020,weekly
T50,,Tim Herron,1,"$15,494",NA,t493,The RSM Classic,2020,weekly
T50,T33,Rory Sabbatini,1,"$15,494",NA,t493,The RSM Classic,2020,weekly
T50,T54,Mark Hubbard,1,"$15,494",NA,t493,The RSM Classic,2020,weekly
T50,,Tyler McCumber,1,"$15,494",NA,t493,The RSM Classic,2020,weekly
T50,T26,Maverick McNealy,1,"$15,494",NA,t493,The RSM Classic,2020,weekly
T50,,Kramer Hickok,1,"$15,494",NA,t493,The RSM Classic,2020,weekly
T58,T62,Wes Roach,1,"$14,652",NA,t493,The RSM Classic,2020,weekly
T58,,Austin Cook,1,"$14,652",NA,t493,The RSM Classic,2020,weekly
T58,,Ben Crane,1,"$14,652",NA,t493,The RSM Classic,2020,weekly
T58,T23,Zach Johnson,1,"$14,652",NA,t493,The RSM Classic,2020,weekly
T62,,Mackenzie Hughes,1,"$14,190",NA,t493,The RSM Classic,2020,weekly
T62,,Vincent Whaley,1,"$14,190",NA,t493,The RSM Classic,2020,weekly
T62,,Doug Ghim,1,"$14,190",NA,t493,The RSM Classic,2020,weekly
T65,,Michael Thompson,1,"$13,728",NA,t493,The RSM Classic,2020,weekly
T65,T54,Patton Kizzire,1,"$13,728",NA,t493,The RSM Classic,2020,weekly
T65,,Adam Hadwin,1,"$13,728",NA,t493,The RSM Classic,2020,weekly
T65,75,Shawn Stefani,1,"$13,728",NA,t493,The RSM Classic,2020,weekly
T69,T33,Matt Jones,1,"$13,332",NA,t493,The RSM Classic,2020,weekly
T69,,Peter Uihlein,1,"$13,332",NA,t493,The RSM Classic,2020,weekly
71,T76,Satoshi Kodaira,1,"$13,134",NA,t493,The RSM Classic,2020,weekly
72,T20,Bo Hoag,1,"$13,002",NA,t493,The RSM Classic,2020,weekly
1,,Brendon Todd,1,"$1,296,000",NA,t457,Mayakoba Golf Classic,2020,weekly
T2,,Carlos Ortiz,1,"$544,800",NA,t457,Mayakoba Golf Classic,2020,weekly
T2,,Adam Long,1,"$544,800",NA,t457,Mayakoba Golf Classic,2020,weekly
T2,,Vaughn Taylor,1,"$544,800",NA,t457,Mayakoba Golf Classic,2020,weekly
5,,Harris English,1,"$295,200",NA,t457,Mayakoba Golf Classic,2020,weekly
T6,,Joel Dahmen,1,"$252,000",NA,t457,Mayakoba Golf Classic,2020,weekly
T6,,Robby Shelton,1,"$252,000",NA,t457,Mayakoba Golf Classic,2020,weekly
T8,4,Abraham Ancer,1,"$210,600",NA,t457,Mayakoba Golf Classic,2020,weekly
T8,,Pat Perez,1,"$210,600",NA,t457,Mayakoba Golf Classic,2020,weekly
T8,T16,Billy Horschel,1,"$210,600",NA,t457,Mayakoba Golf Classic,2020,weekly
T11,,Brice Garnett,1,"$167,400",NA,t457,Mayakoba Golf Classic,2020,weekly
T11,,C.T. Pan,1,"$167,400",NA,t457,Mayakoba Golf Classic,2020,weekly
T11,,Dylan Frittelli,1,"$167,400",NA,t457,Mayakoba Golf Classic,2020,weekly
T14,,Robert Streb,1,"$127,800",NA,t457,Mayakoba Golf Classic,2020,weekly
T14,,Zac Blair,1,"$127,800",NA,t457,Mayakoba Golf Classic,2020,weekly
T14,,Brian Gay,1,"$127,800",NA,t457,Mayakoba Golf Classic,2020,weekly
T14,,Matt Kuchar,1,"$127,800",NA,t457,Mayakoba Golf Classic,2020,weekly
T18,,Chris Stroud,1,"$106,200",NA,t457,Mayakoba Golf Classic,2020,weekly
T18,,Scottie Scheffler,1,"$106,200",NA,t457,Mayakoba Golf Classic,2020,weekly
T20,,Ben Martin,1,"$88,200",NA,t457,Mayakoba Golf Classic,2020,weekly
T20,,Bo Hoag,1,"$88,200",NA,t457,Mayakoba Golf Classic,2020,weekly
T20,T23,Charles Howell III,1,"$88,200",NA,t457,Mayakoba Golf Classic,2020,weekly
T23,,Graeme McDowell,1,"$69,480",NA,t457,Mayakoba Golf Classic,2020,weekly
T23,,Zach Johnson,1,"$69,480",NA,t457,Mayakoba Golf Classic,2020,weekly
T23,,Brian Stuard,1,"$69,480",NA,t457,Mayakoba Golf Classic,2020,weekly
T26,,Chris Baker,1,"$51,480",NA,t457,Mayakoba Golf Classic,2020,weekly
T26,,Maverick McNealy,1,"$51,480",NA,t457,Mayakoba Golf Classic,2020,weekly
T26,,Danny Lee,1,"$51,480",NA,t457,Mayakoba Golf Classic,2020,weekly
T26,,Scott Piercy,1,"$51,480",NA,t457,Mayakoba Golf Classic,2020,weekly
T26,T35,Chez Reavie,1,"$51,480",NA,t457,Mayakoba Golf Classic,2020,weekly
T26,,Aaron Baddeley,1,"$51,480",NA,t457,Mayakoba Golf Classic,2020,weekly
T26,,Nick Taylor,1,"$51,480",NA,t457,Mayakoba Golf Classic,2020,weekly
T33,,Rory Sabbatini,1,"$36,810",NA,t457,Mayakoba Golf Classic,2020,weekly
T33,,Ryan Armour,1,"$36,810",NA,t457,Mayakoba Golf Classic,2020,weekly
T33,,Matt Jones,1,"$36,810",NA,t457,Mayakoba Golf Classic,2020,weekly
T33,,Bronson Burgoon,1,"$36,810",NA,t457,Mayakoba Golf Classic,2020,weekly
T33,,Chris Kirk,1,"$36,810",NA,t457,Mayakoba Golf Classic,2020,weekly
T33,,Russell Knox,1,"$36,810",NA,t457,Mayakoba Golf Classic,2020,weekly
T33,,Harry Higgs,1,"$36,810",NA,t457,Mayakoba Golf Classic,2020,weekly
T33,,Cameron Champ,1,"$36,810",NA,t457,Mayakoba Golf Classic,2020,weekly
T41,,Henrik Norlander,1,"$25,560",NA,t457,Mayakoba Golf Classic,2020,weekly
T41,,Emiliano Grillo,1,"$25,560",NA,t457,Mayakoba Golf Classic,2020,weekly
T41,,Beau Hossler,1,"$25,560",NA,t457,Mayakoba Golf Classic,2020,weekly
T41,,Chase Seiffert,1,"$25,560",NA,t457,Mayakoba Golf Classic,2020,weekly
T41,T16,J.T. Poston,1,"$25,560",NA,t457,Mayakoba Golf Classic,2020,weekly
T41,,Brendan Steele,1,"$25,560",NA,t457,Mayakoba Golf Classic,2020,weekly
T41,,David Hearn,1,"$25,560",NA,t457,Mayakoba Golf Classic,2020,weekly
T48,,Scott Stallings,1,"$18,257",NA,t457,Mayakoba Golf Classic,2020,weekly
T48,T25,Xinjun Zhang,1,"$18,257",NA,t457,Mayakoba Golf Classic,2020,weekly
T48,,Matthew NeSmith,1,"$18,257",NA,t457,Mayakoba Golf Classic,2020,weekly
T48,,Tyler Duncan,1,"$18,257",NA,t457,Mayakoba Golf Classic,2020,weekly
T48,,Denny McCarthy,1,"$18,257",NA,t457,Mayakoba Golf Classic,2020,weekly
53,,Talor Gooch,1,"$16,776",NA,t457,Mayakoba Golf Classic,2020,weekly
T54,,Kevin Chappell,1,"$15,984",NA,t457,Mayakoba Golf Classic,2020,weekly
T54,,James Hahn,1,"$15,984",NA,t457,Mayakoba Golf Classic,2020,weekly
T54,,Patton Kizzire,1,"$15,984",NA,t457,Mayakoba Golf Classic,2020,weekly
T54,,Peter Malnati,1,"$15,984",NA,t457,Mayakoba Golf Classic,2020,weekly
T54,,Patrick Rodgers,1,"$15,984",NA,t457,Mayakoba Golf Classic,2020,weekly
T54,,Mark Hubbard,1,"$15,984",NA,t457,Mayakoba Golf Classic,2020,weekly
T54,,Harold Varner III,1,"$15,984",NA,t457,Mayakoba Golf Classic,2020,weekly
T54,,Graham DeLaet,1,"$15,984",NA,t457,Mayakoba Golf Classic,2020,weekly
T62,,Rafael Campos,1,"$14,976",NA,t457,Mayakoba Golf Classic,2020,weekly
T62,,Cameron Tringale,1,"$14,976",NA,t457,Mayakoba Golf Classic,2020,weekly
T62,,Hudson Swafford,1,"$14,976",NA,t457,Mayakoba Golf Classic,2020,weekly
T62,,Sebastian Cappelen,1,"$14,976",NA,t457,Mayakoba Golf Classic,2020,weekly
T62,,Wes Roach,1,"$14,976",NA,t457,Mayakoba Golf Classic,2020,weekly
T62,,Sam Ryder,1,"$14,976",NA,t457,Mayakoba Golf Classic,2020,weekly
T68,,Scott Harrington,1,"$14,256",NA,t457,Mayakoba Golf Classic,2020,weekly
T68,,Brian Harman,1,"$14,256",NA,t457,Mayakoba Golf Classic,2020,weekly
T68,,Ryan Brehm,1,"$14,256",NA,t457,Mayakoba Golf Classic,2020,weekly
T68,,Luke Donald,1,"$14,256",NA,t457,Mayakoba Golf Classic,2020,weekly
T72,T19,Kevin Kisner,1,"$13,752",NA,t457,Mayakoba Golf Classic,2020,weekly
T72,,Scott Brown,1,"$13,752",NA,t457,Mayakoba Golf Classic,2020,weekly
T72,,Lanto Griffin,1,"$13,752",NA,t457,Mayakoba Golf Classic,2020,weekly
75,,Shawn Stefani,1,"$13,464",NA,t457,Mayakoba Golf Classic,2020,weekly
T76,,Jim Herman,1,"$13,176",NA,t457,Mayakoba Golf Classic,2020,weekly
T76,,Satoshi Kodaira,1,"$13,176",NA,t457,Mayakoba Golf Classic,2020,weekly
T76,,J.J. Spaun,1,"$13,176",NA,t457,Mayakoba Golf Classic,2020,weekly
1,NA,Rory McIlroy,1,"$1,745,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
2,NA,Xander Schauffele,1,"$1,095,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
3,NA,Louis Oosthuizen,1,"$602,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
4,NA,Abraham Ancer,1,"$370,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
5,NA,Matt Fitzpatrick,1,"$256,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T6,NA,Patrick Reed,1,"$200,333",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T6,NA,Jason Kokrak,1,"$200,333",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T8,NA,Hideki Matsuyama,1,"$155,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T8,NA,Sungjae Im,1,"$155,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T8,NA,Adam Scott,1,"$155,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T11,NA,Tyrrell Hatton,1,"$127,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T11,NA,Byeong Hun An,1,"$127,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T13,NA,Corey Conners,1,"$99,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T13,NA,Henrik Stenson,1,"$99,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
15,NA,Francesco Molinari,1,"$92,500",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T16,NA,Billy Horschel,1,"$85,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T16,NA,J.T. Poston,1,"$85,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T16,NA,Keegan Bradley,1,"$85,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T19,NA,Kevin Kisner,1,"$76,667",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T19,NA,Justin Rose,1,"$76,667",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T19,NA,Bubba Watson,1,"$76,667",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T19,NA,Phil Mickelson,1,"$76,667",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T23,NA,Charles Howell III,1,"$70,500",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T23,NA,Andrew Putnam,1,"$70,500",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T25,NA,Xinjun Zhang,1,"$67,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T25,NA,Paul Casey,1,"$67,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T27,NA,Shane Lowry,1,"$63,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T27,NA,Jordan Spieth,1,"$63,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
29,NA,Adam Hadwin,1,"$60,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
30,NA,Lucas Glover,1,"$56,500",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T31,NA,Sergio Garcia,1,"$52,875",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T31,NA,Tony Finau,1,"$52,875",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T31,NA,Tommy Fleetwood,1,"$52,875",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
34,NA,Rafa Cabrera Bello,1,"$51,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T35,NA,Chez Reavie,1,"$49,150",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T35,NA,Kevin Tway,1,"$49,150",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T35,NA,Cameron Smith,1,"$49,150",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
T35,NA,Matt Wallace,1,"$49,150",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
39,NA,Danny Willett,1,"$46,000",NA,t489,World Golf Championships-HSBC Champions,2020,weekly
1,NA,Brendon Todd,1,"$540,000",NA,t528,Bermuda Championship,2020,weekly
2,NA,Harry Higgs,1,"$327,000",NA,t528,Bermuda Championship,2020,weekly
T3,NA,Scottie Scheffler,1,"$146,438",NA,t528,Bermuda Championship,2020,weekly
T3,NA,Hank Lebioda,1,"$146,438",NA,t528,Bermuda Championship,2020,weekly
T3,NA,Aaron Wise,1,"$146,438",NA,t528,Bermuda Championship,2020,weekly
T3,NA,Brian Gay,1,"$146,438",NA,t528,Bermuda Championship,2020,weekly
7,NA,Fabián Gómez,1,"$101,250",NA,t528,Bermuda Championship,2020,weekly
T8,NA,David Hearn,1,"$87,750",NA,t528,Bermuda Championship,2020,weekly
T8,NA,Ryan Armour,1,"$87,750",NA,t528,Bermuda Championship,2020,weekly
T8,NA,Wes Roach,1,"$87,750",NA,t528,Bermuda Championship,2020,weekly
T11,NA,Russell Knox,1,"$66,750",NA,t528,Bermuda Championship,2020,weekly
T11,NA,Shawn Stefani,1,"$66,750",NA,t528,Bermuda Championship,2020,weekly
T11,NA,Bo Hoag,1,"$66,750",NA,t528,Bermuda Championship,2020,weekly
T11,NA,Josh Teater,1,"$66,750",NA,t528,Bermuda Championship,2020,weekly
T15,NA,Alex Noren,1,"$51,750",NA,t528,Bermuda Championship,2020,weekly
T15,NA,Denny McCarthy,1,"$51,750",NA,t528,Bermuda Championship,2020,weekly
T15,NA,Kramer Hickok,1,"$51,750",NA,t528,Bermuda Championship,2020,weekly
T18,NA,Rafael Campos,1,"$38,350",NA,t528,Bermuda Championship,2020,weekly
T18,NA,Lanto Griffin,1,"$38,350",NA,t528,Bermuda Championship,2020,weekly
T18,NA,Tyler Duncan,1,"$38,350",NA,t528,Bermuda Championship,2020,weekly
T18,NA,Scott Stallings,1,"$38,350",NA,t528,Bermuda Championship,2020,weekly
T18,NA,Ben Crane,1,"$38,350",NA,t528,Bermuda Championship,2020,weekly
T18,NA,Boo Weekley,1,"$38,350",NA,t528,Bermuda Championship,2020,weekly
T24,NA,D.J. Trahan,1,"$25,725",NA,t528,Bermuda Championship,2020,weekly
T24,NA,John Merrick,1,"$25,725",NA,t528,Bermuda Championship,2020,weekly
T24,NA,Rob Oppenheim,1,"$25,725",NA,t528,Bermuda Championship,2020,weekly
T24,NA,Beau Hossler,1,"$25,725",NA,t528,Bermuda Championship,2020,weekly
T28,NA,Nelson Ledesma,1,"$21,450",NA,t528,Bermuda Championship,2020,weekly
T28,NA,Ben Taylor,1,"$21,450",NA,t528,Bermuda Championship,2020,weekly
T28,NA,Henrik Norlander,1,"$21,450",NA,t528,Bermuda Championship,2020,weekly
T31,NA,Seamus Power,1,"$18,338",NA,t528,Bermuda Championship,2020,weekly
T31,NA,Rod Pampling,1,"$18,338",NA,t528,Bermuda Championship,2020,weekly
T31,NA,Chris Baker,1,"$18,338",NA,t528,Bermuda Championship,2020,weekly
T31,NA,Joseph Bramlett,1,"$18,338",NA,t528,Bermuda Championship,2020,weekly
T35,NA,Rhein Gibson,1,"$14,625",NA,t528,Bermuda Championship,2020,weekly
T35,NA,Sebastian Cappelen,1,"$14,625",NA,t528,Bermuda Championship,2020,weekly
T35,NA,Robert Streb,1,"$14,625",NA,t528,Bermuda Championship,2020,weekly
T35,NA,Dominic Bozzelli,1,"$14,625",NA,t528,Bermuda Championship,2020,weekly
T35,NA,Maverick McNealy,1,"$14,625",NA,t528,Bermuda Championship,2020,weekly
T35,NA,Doc Redman,1,"$14,625",NA,t528,Bermuda Championship,2020,weekly
T41,NA,Roger Sloan,1,"$10,650",NA,t528,Bermuda Championship,2020,weekly
T41,NA,Kris Ventura,1,"$10,650",NA,t528,Bermuda Championship,2020,weekly
T41,NA,Mark Hubbard,1,"$10,650",NA,t528,Bermuda Championship,2020,weekly
T41,NA,Tyler McCumber,1,"$10,650",NA,t528,Bermuda Championship,2020,weekly
T41,NA,Arjun Atwal,1,"$10,650",NA,t528,Bermuda Championship,2020,weekly
T46,NA,Tim Wilkinson,1,"$8,010",NA,t528,Bermuda Championship,2020,weekly
T46,NA,Cameron Percy,1,"$8,010",NA,t528,Bermuda Championship,2020,weekly
T48,NA,Ryan Brehm,1,"$7,440",NA,t528,Bermuda Championship,2020,weekly
T48,NA,Brian Stuard,1,"$7,440",NA,t528,Bermuda Championship,2020,weekly
T50,NA,Michael Gligic,1,"$7,095",NA,t528,Bermuda Championship,2020,weekly
T50,NA,Derek Ernst,1,"$7,095",NA,t528,Bermuda Championship,2020,weekly
T50,NA,Scott Harrington,1,"$7,095",NA,t528,Bermuda Championship,2020,weekly
T50,NA,Ricky Barnes,1,"$7,095",NA,t528,Bermuda Championship,2020,weekly
54,NA,Zac Blair,1,"$6,930",NA,t528,Bermuda Championship,2020,weekly
T55,NA,K.H. Lee,1,"$6,780",NA,t528,Bermuda Championship,2020,weekly
T55,NA,Ted Purdy,1,"$6,780",NA,t528,Bermuda Championship,2020,weekly
T55,NA,Alex Cejka,1,"$6,780",NA,t528,Bermuda Championship,2020,weekly
T55,NA,Sangmoon Bae,1,"$6,780",NA,t528,Bermuda Championship,2020,weekly
T59,NA,John Senden,1,"$6,600",NA,t528,Bermuda Championship,2020,weekly
T59,NA,Chase Seiffert,1,"$6,600",NA,t528,Bermuda Championship,2020,weekly
61,NA,Robert Garrigus,1,"$6,510",NA,t528,Bermuda Championship,2020,weekly
62,NA,Parker McLachlin,1,"$6,450",NA,t528,Bermuda Championship,2020,weekly
63,NA,Carlos Franco,1,"$6,390",NA,t528,Bermuda Championship,2020,weekly
1,,Tiger Woods,1,"$1,755,000",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
2,T3,Hideki Matsuyama,1,"$1,053,000",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T3,T38,Sungjae Im,1,"$565,500",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T3,,Rory McIlroy,1,"$565,500",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
5,T3,Gary Woodland,1,"$390,000",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T6,T12,Corey Conners,1,"$338,813",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T6,58,Billy Horschel,1,"$338,813",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T8,T20,Charles Howell III,1,"$292,500",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T8,T6,Byeong Hun An,1,"$292,500",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T10,2,Danny Lee,1,"$243,750",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T10,,Xander Schauffele,1,"$243,750",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T10,T12,Ryan Palmer,1,"$243,750",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T13,T16,Ian Poulter,1,"$181,838",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T13,,Keegan Bradley,1,"$181,838",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T13,,Shane Lowry,1,"$181,838",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T13,62,Matthew Wolff,1,"$181,838",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T17,1,Justin Thomas,1,"$134,160",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T17,,Patrick Reed,1,"$134,160",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T17,,Daniel Berger,1,"$134,160",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T17,,Paul Casey,1,"$134,160",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T17,T26,Sung Kang,1,"$134,160",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T22,T31,Jason Day,1,"$91,260",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T22,T41,Dylan Frittelli,1,"$91,260",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T22,T20,Tommy Fleetwood,1,"$91,260",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T22,T44,Adam Schenk,1,"$91,260",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T22,T36,Collin Morikawa,1,"$91,260",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T27,T26,Harold Varner III,1,"$69,810",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T27,T44,Keith Mitchell,1,"$69,810",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T27,,J.T. Poston,1,"$69,810",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T30,T26,Emiliano Grillo,1,"$61,035",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T30,T52,Troy Merritt,1,"$61,035",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T30,T26,Rafa Cabrera Bello,1,"$61,035",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T33,T31,Rory Sabbatini,1,"$51,529",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T33,,Adam Scott,1,"$51,529",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T33,T55,Sergio Garcia,1,"$51,529",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T33,T12,Joaquin Niemann,1,"$51,529",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T37,T44,Kevin Tway,1,"$42,510",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T37,,Satoshi Kodaira,1,"$42,510",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T37,T26,Si Woo Kim,1,"$42,510",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T37,T38,Lucas Glover,1,"$42,510",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T41,T55,Vaughn Taylor,1,"$33,735",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T41,,Adam Hadwin,1,"$33,735",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T41,T52,Abraham Ancer,1,"$33,735",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T41,T31,Viktor Hovland,1,"$33,735",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
T45,59,Max Homa,1,"$24,687",NA,t527,ZOZO CHAMPIONSHIP,2020,weekly
