rank_this_week,rank_last_week,player_name,rounds,total,tournamet_id,tournament_name,year,type
T46,,Graeme McDowell,4,16,t457,Mayakoba Golf Classic,2020,weekly
T46,,Brian Harman,4,16,t457,Mayakoba Golf Classic,2020,weekly
T55,,Scott Harrington,4,15,t457,Mayakoba Golf Classic,2020,weekly
T55,,Scott Piercy,4,15,t457,Mayakoba Golf Classic,2020,weekly
T55,,Nick Taylor,4,15,t457,Mayakoba Golf Classic,2020,weekly
T55,T66,Chez Reavie,4,15,t457,Mayakoba Golf Classic,2020,weekly
T55,,Luke Donald,4,15,t457,Mayakoba Golf Classic,2020,weekly
T55,,Patrick Rodgers,4,15,t457,Mayakoba Golf Classic,2020,weekly
T55,,Mark Hubbard,4,15,t457,Mayakoba Golf Classic,2020,weekly
T55,,Chase Seiffert,4,15,t457,Mayakoba Golf Classic,2020,weekly
T55,,Brian Stuard,4,15,t457,Mayakoba Golf Classic,2020,weekly
T55,,Patton Kizzire,4,15,t457,Mayakoba Golf Classic,2020,weekly
T55,,Chris Baker,4,15,t457,Mayakoba Golf Classic,2020,weekly
T55,,Lanto Griffin,4,15,t457,Mayakoba Golf Classic,2020,weekly
T55,,Beau Hossler,4,15,t457,Mayakoba Golf Classic,2020,weekly
T68,,Shawn Stefani,4,14,t457,Mayakoba Golf Classic,2020,weekly
T68,,Harry Higgs,4,14,t457,Mayakoba Golf Classic,2020,weekly
T68,,Tyler Duncan,4,14,t457,Mayakoba Golf Classic,2020,weekly
T68,,Graham DeLaet,4,14,t457,Mayakoba Golf Classic,2020,weekly
72,,Satoshi Kodaira,4,13,t457,Mayakoba Golf Classic,2020,weekly
T73,,Cameron Tringale,4,12,t457,Mayakoba Golf Classic,2020,weekly
T73,,Hudson Swafford,4,12,t457,Mayakoba Golf Classic,2020,weekly
T73,,Denny McCarthy,4,12,t457,Mayakoba Golf Classic,2020,weekly
T73,,Calum Hill,4,12,t457,Mayakoba Golf Classic,2020,weekly
T77,,Sam Ryder,4,11,t457,Mayakoba Golf Classic,2020,weekly
T77,,Talor Gooch,4,11,t457,Mayakoba Golf Classic,2020,weekly
T77,T10,Kevin Kisner,4,11,t457,Mayakoba Golf Classic,2020,weekly
T77,,Scott Brown,4,11,t457,Mayakoba Golf Classic,2020,weekly
T77,,Jim Herman,4,11,t457,Mayakoba Golf Classic,2020,weekly
T77,,James Hahn,4,11,t457,Mayakoba Golf Classic,2020,weekly
1,NA,Xander Schauffele,4,28,t489,World Golf Championships-HSBC Champions,2020,weekly
2,NA,Tyrrell Hatton,4,23,t489,World Golf Championships-HSBC Champions,2020,weekly
T3,NA,Abraham Ancer,4,22,t489,World Golf Championships-HSBC Champions,2020,weekly
T3,NA,Louis Oosthuizen,4,22,t489,World Golf Championships-HSBC Champions,2020,weekly
T3,NA,Rory McIlroy,4,22,t489,World Golf Championships-HSBC Champions,2020,weekly
T6,NA,Billy Horschel,4,20,t489,World Golf Championships-HSBC Champions,2020,weekly
T6,NA,Adam Scott,4,20,t489,World Golf Championships-HSBC Champions,2020,weekly
T6,NA,Paul Waring,4,20,t489,World Golf Championships-HSBC Champions,2020,weekly
T6,NA,Hideki Matsuyama,4,20,t489,World Golf Championships-HSBC Champions,2020,weekly
T10,NA,Byeong Hun An,4,19,t489,World Golf Championships-HSBC Champions,2020,weekly
T10,NA,Sungjae Im,4,19,t489,World Golf Championships-HSBC Champions,2020,weekly
T10,NA,Matt Fitzpatrick,4,19,t489,World Golf Championships-HSBC Champions,2020,weekly
T10,NA,Jazz Janewattananond,4,19,t489,World Golf Championships-HSBC Champions,2020,weekly
T10,NA,J.T. Poston,4,19,t489,World Golf Championships-HSBC Champions,2020,weekly
T10,NA,Kevin Kisner,4,19,t489,World Golf Championships-HSBC Champions,2020,weekly
T16,NA,Justin Harding,4,18,t489,World Golf Championships-HSBC Champions,2020,weekly
T16,NA,Justin Rose,4,18,t489,World Golf Championships-HSBC Champions,2020,weekly
T16,NA,Jason Kokrak,4,18,t489,World Golf Championships-HSBC Champions,2020,weekly
T16,NA,Masahiro Kawamura,4,18,t489,World Golf Championships-HSBC Champions,2020,weekly
T16,NA,Adam Hadwin,4,18,t489,World Golf Championships-HSBC Champions,2020,weekly
T16,NA,Matthias Schwab,4,18,t489,World Golf Championships-HSBC Champions,2020,weekly
T16,NA,Haotong Li,4,18,t489,World Golf Championships-HSBC Champions,2020,weekly
T16,NA,Christiaan Bezuidenhout,4,18,t489,World Golf Championships-HSBC Champions,2020,weekly
T24,NA,Erik van Rooyen,4,17,t489,World Golf Championships-HSBC Champions,2020,weekly
T24,NA,Kurt Kitayama,4,17,t489,World Golf Championships-HSBC Champions,2020,weekly
T24,NA,Matt Wallace,4,17,t489,World Golf Championships-HSBC Champions,2020,weekly
T24,NA,Robert MacIntyre,4,17,t489,World Golf Championships-HSBC Champions,2020,weekly
T24,NA,Francesco Molinari,4,17,t489,World Golf Championships-HSBC Champions,2020,weekly
T29,NA,Charles Howell III,4,16,t489,World Golf Championships-HSBC Champions,2020,weekly
T29,NA,Scott Hend,4,16,t489,World Golf Championships-HSBC Champions,2020,weekly
T29,NA,Phil Mickelson,4,16,t489,World Golf Championships-HSBC Champions,2020,weekly
T29,NA,Xinjun Zhang,4,16,t489,World Golf Championships-HSBC Champions,2020,weekly
T29,NA,Jordan Spieth,4,16,t489,World Golf Championships-HSBC Champions,2020,weekly
T29,NA,Andrew Putnam,4,16,t489,World Golf Championships-HSBC Champions,2020,weekly
T29,NA,Patrick Reed,4,16,t489,World Golf Championships-HSBC Champions,2020,weekly
T29,NA,Mikumu Horikawa,4,16,t489,World Golf Championships-HSBC Champions,2020,weekly
T29,NA,Cameron Smith,4,16,t489,World Golf Championships-HSBC Champions,2020,weekly
T29,NA,Corey Conners,4,16,t489,World Golf Championships-HSBC Champions,2020,weekly
T29,NA,Victor Perez,4,16,t489,World Golf Championships-HSBC Champions,2020,weekly
T29,NA,Carl Yuan,4,16,t489,World Golf Championships-HSBC Champions,2020,weekly
T41,NA,Ryo Ishikawa,4,15,t489,World Golf Championships-HSBC Champions,2020,weekly
T41,NA,Jorge Campillo,4,15,t489,World Golf Championships-HSBC Champions,2020,weekly
T41,NA,Keegan Bradley,4,15,t489,World Golf Championships-HSBC Champions,2020,weekly
T41,NA,Shane Lowry,4,15,t489,World Golf Championships-HSBC Champions,2020,weekly
T41,NA,Chan Kim,4,15,t489,World Golf Championships-HSBC Champions,2020,weekly
T41,NA,Tae Hee Lee,4,15,t489,World Golf Championships-HSBC Champions,2020,weekly
T41,NA,Bubba Watson,4,15,t489,World Golf Championships-HSBC Champions,2020,weekly
T41,NA,Andrea Pavan,4,15,t489,World Golf Championships-HSBC Champions,2020,weekly
T41,NA,Tony Finau,4,15,t489,World Golf Championships-HSBC Champions,2020,weekly
T50,NA,Bernd Wiesberger,4,14,t489,World Golf Championships-HSBC Champions,2020,weekly
T50,NA,Jbe' Kruger,4,14,t489,World Golf Championships-HSBC Champions,2020,weekly
T50,NA,Lucas Glover,4,14,t489,World Golf Championships-HSBC Champions,2020,weekly
T50,NA,Paul Casey,4,14,t489,World Golf Championships-HSBC Champions,2020,weekly
T50,NA,Sergio Garcia,4,14,t489,World Golf Championships-HSBC Champions,2020,weekly
T50,NA,Henrik Stenson,4,14,t489,World Golf Championships-HSBC Champions,2020,weekly
T50,NA,Yosuke Asaji,4,14,t489,World Golf Championships-HSBC Champions,2020,weekly
T50,NA,Romain Langasque,4,14,t489,World Golf Championships-HSBC Champions,2020,weekly
T50,NA,Zander Lombard,4,14,t489,World Golf Championships-HSBC Champions,2020,weekly
T59,NA,Jake McLeod,4,13,t489,World Golf Championships-HSBC Champions,2020,weekly
T59,NA,Rafa Cabrera Bello,4,13,t489,World Golf Championships-HSBC Champions,2020,weekly
T59,NA,Joost Luiten,4,13,t489,World Golf Championships-HSBC Champions,2020,weekly
T59,NA,Michael Lorenzo-Vera,4,13,t489,World Golf Championships-HSBC Champions,2020,weekly
T63,NA,Tommy Fleetwood,4,12,t489,World Golf Championships-HSBC Champions,2020,weekly
T63,NA,Zecheng Dou,4,12,t489,World Golf Championships-HSBC Champions,2020,weekly
T63,NA,Bobby Bai,4,12,t489,World Golf Championships-HSBC Champions,2020,weekly
T66,NA,Danny Willett,4,11,t489,World Golf Championships-HSBC Champions,2020,weekly
T66,NA,Kevin Tway,4,11,t489,World Golf Championships-HSBC Champions,2020,weekly
T66,NA,Ashun Wu,4,11,t489,World Golf Championships-HSBC Champions,2020,weekly
T66,NA,Neil Schietekat,4,11,t489,World Golf Championships-HSBC Champions,2020,weekly
T66,NA,Chez Reavie,4,11,t489,World Golf Championships-HSBC Champions,2020,weekly
T66,NA,WC Liang,4,11,t489,World Golf Championships-HSBC Champions,2020,weekly
T72,NA,Matthew Millar,4,9,t489,World Golf Championships-HSBC Champions,2020,weekly
T72,NA,Benjamin Hebert,4,9,t489,World Golf Championships-HSBC Champions,2020,weekly
74,NA,Yi Keun Chang,4,8,t489,World Golf Championships-HSBC Champions,2020,weekly
T75,NA,Daniel Nisbet,4,7,t489,World Golf Championships-HSBC Champions,2020,weekly
T75,NA,Richard Sterne,4,7,t489,World Golf Championships-HSBC Champions,2020,weekly
1,NA,Brendon Todd,4,27,t528,Bermuda Championship,2020,weekly
2,NA,Beau Hossler,4,26,t528,Bermuda Championship,2020,weekly
3,NA,Ryan Armour,4,25,t528,Bermuda Championship,2020,weekly
T4,NA,Brian Gay,4,24,t528,Bermuda Championship,2020,weekly
T4,NA,Scottie Scheffler,4,24,t528,Bermuda Championship,2020,weekly
T6,NA,Hank Lebioda,4,22,t528,Bermuda Championship,2020,weekly
T6,NA,David Hearn,4,22,t528,Bermuda Championship,2020,weekly
T6,NA,Shawn Stefani,4,22,t528,Bermuda Championship,2020,weekly
T6,NA,Bo Hoag,4,22,t528,Bermuda Championship,2020,weekly
T10,NA,D.J. Trahan,4,21,t528,Bermuda Championship,2020,weekly
T10,NA,Ricky Barnes,4,21,t528,Bermuda Championship,2020,weekly
T10,NA,Josh Teater,4,21,t528,Bermuda Championship,2020,weekly
T10,NA,John Merrick,4,21,t528,Bermuda Championship,2020,weekly
T10,NA,Harry Higgs,4,21,t528,Bermuda Championship,2020,weekly
T10,NA,Nelson Ledesma,4,21,t528,Bermuda Championship,2020,weekly
T10,NA,Maverick McNealy,4,21,t528,Bermuda Championship,2020,weekly
T10,NA,Denny McCarthy,4,21,t528,Bermuda Championship,2020,weekly
T18,NA,Wes Roach,4,20,t528,Bermuda Championship,2020,weekly
T18,NA,Tyler McCumber,4,20,t528,Bermuda Championship,2020,weekly
T18,NA,Aaron Wise,4,20,t528,Bermuda Championship,2020,weekly
T21,NA,Ted Purdy,4,19,t528,Bermuda Championship,2020,weekly
T21,NA,Alex Noren,4,19,t528,Bermuda Championship,2020,weekly
T21,NA,Rob Oppenheim,4,19,t528,Bermuda Championship,2020,weekly
T21,NA,K.H. Lee,4,19,t528,Bermuda Championship,2020,weekly
T21,NA,Russell Knox,4,19,t528,Bermuda Championship,2020,weekly
T26,NA,Ben Crane,4,18,t528,Bermuda Championship,2020,weekly
T26,NA,Boo Weekley,4,18,t528,Bermuda Championship,2020,weekly
T26,NA,Scott Harrington,4,18,t528,Bermuda Championship,2020,weekly
T26,NA,Scott Stallings,4,18,t528,Bermuda Championship,2020,weekly
T26,NA,Chris Baker,4,18,t528,Bermuda Championship,2020,weekly
T26,NA,Joseph Bramlett,4,18,t528,Bermuda Championship,2020,weekly
T26,NA,Sebastian Cappelen,4,18,t528,Bermuda Championship,2020,weekly
T26,NA,Arjun Atwal,4,18,t528,Bermuda Championship,2020,weekly
T26,NA,Kris Ventura,4,18,t528,Bermuda Championship,2020,weekly
T26,NA,Dominic Bozzelli,4,18,t528,Bermuda Championship,2020,weekly
T26,NA,Tyler Duncan,4,18,t528,Bermuda Championship,2020,weekly
T37,NA,Kramer Hickok,4,17,t528,Bermuda Championship,2020,weekly
T37,NA,Patrick Fishburn,4,17,t528,Bermuda Championship,2020,weekly
T37,NA,Chip McDaniel,4,17,t528,Bermuda Championship,2020,weekly
T37,NA,Rod Pampling,4,17,t528,Bermuda Championship,2020,weekly
T37,NA,Ryan Brehm,4,17,t528,Bermuda Championship,2020,weekly
T37,NA,Henrik Norlander,4,17,t528,Bermuda Championship,2020,weekly
T37,NA,Rafael Campos,4,17,t528,Bermuda Championship,2020,weekly
T37,NA,Michael Gligic,4,17,t528,Bermuda Championship,2020,weekly
T37,NA,Roger Sloan,4,17,t528,Bermuda Championship,2020,weekly
T37,NA,Roberto Díaz,4,17,t528,Bermuda Championship,2020,weekly
T47,NA,Tim Wilkinson,4,16,t528,Bermuda Championship,2020,weekly
T47,NA,Fabián Gómez,4,16,t528,Bermuda Championship,2020,weekly
T47,NA,Brian Stuard,4,16,t528,Bermuda Championship,2020,weekly
T47,NA,Robert Streb,4,16,t528,Bermuda Championship,2020,weekly
T47,NA,Lanto Griffin,4,16,t528,Bermuda Championship,2020,weekly
T47,NA,Mark Hubbard,4,16,t528,Bermuda Championship,2020,weekly
T47,NA,Doc Redman,4,16,t528,Bermuda Championship,2020,weekly
T54,NA,Chase Seiffert,4,15,t528,Bermuda Championship,2020,weekly
T54,NA,Ben Taylor,4,15,t528,Bermuda Championship,2020,weekly
T54,NA,Carlos Franco,4,15,t528,Bermuda Championship,2020,weekly
T54,NA,Cameron Percy,4,15,t528,Bermuda Championship,2020,weekly
T54,NA,Seamus Power,4,15,t528,Bermuda Championship,2020,weekly
T54,NA,Rhein Gibson,4,15,t528,Bermuda Championship,2020,weekly
60,NA,John Senden,4,14,t528,Bermuda Championship,2020,weekly
T61,NA,Derek Ernst,4,13,t528,Bermuda Championship,2020,weekly
T61,NA,Zac Blair,4,13,t528,Bermuda Championship,2020,weekly
T61,NA,Parker McLachlin,4,13,t528,Bermuda Championship,2020,weekly
T61,NA,Sangmoon Bae,4,13,t528,Bermuda Championship,2020,weekly
65,NA,Robert Garrigus,4,12,t528,Bermuda Championship,2020,weekly
66,NA,Alex Cejka,4,11,t528,Bermuda Championship,2020,weekly
1,,Tiger Woods,4,27,t527,ZOZO CHAMPIONSHIP,2020,weekly
T2,76,Billy Horschel,4,20,t527,ZOZO CHAMPIONSHIP,2020,weekly
T2,T12,Hideki Matsuyama,4,20,t527,ZOZO CHAMPIONSHIP,2020,weekly
T2,,Keegan Bradley,4,20,t527,ZOZO CHAMPIONSHIP,2020,weekly
T2,T38,Sungjae Im,4,20,t527,ZOZO CHAMPIONSHIP,2020,weekly
T2,,Xander Schauffele,4,20,t527,ZOZO CHAMPIONSHIP,2020,weekly
7,T23,Kevin Tway,4,19,t527,ZOZO CHAMPIONSHIP,2020,weekly
8,,Shaun Norris,4,18,t527,ZOZO CHAMPIONSHIP,2020,weekly
T9,T56,Ian Poulter,4,17,t527,ZOZO CHAMPIONSHIP,2020,weekly
T9,,Rory McIlroy,4,17,t527,ZOZO CHAMPIONSHIP,2020,weekly
T9,T8,Gary Woodland,4,17,t527,ZOZO CHAMPIONSHIP,2020,weekly
T9,T23,Troy Merritt,4,17,t527,ZOZO CHAMPIONSHIP,2020,weekly
T9,4,Byeong Hun An,4,17,t527,ZOZO CHAMPIONSHIP,2020,weekly
T9,T38,Corey Conners,4,17,t527,ZOZO CHAMPIONSHIP,2020,weekly
T9,,Daniel Berger,4,17,t527,ZOZO CHAMPIONSHIP,2020,weekly
T9,,J.T. Poston,4,17,t527,ZOZO CHAMPIONSHIP,2020,weekly
T17,1,Justin Thomas,4,16,t527,ZOZO CHAMPIONSHIP,2020,weekly
T17,T8,Harold Varner III,4,16,t527,ZOZO CHAMPIONSHIP,2020,weekly
T17,T23,Keith Mitchell,4,16,t527,ZOZO CHAMPIONSHIP,2020,weekly
T17,T23,Joaquin Niemann,4,16,t527,ZOZO CHAMPIONSHIP,2020,weekly
T17,,Rikuya Hoshino,4,16,t527,ZOZO CHAMPIONSHIP,2020,weekly
T17,,Paul Casey,4,16,t527,ZOZO CHAMPIONSHIP,2020,weekly
T23,T12,Rafa Cabrera Bello,4,15,t527,ZOZO CHAMPIONSHIP,2020,weekly
T23,T16,Charles Howell III,4,15,t527,ZOZO CHAMPIONSHIP,2020,weekly
T23,T5,Sung Kang,4,15,t527,ZOZO CHAMPIONSHIP,2020,weekly
T23,3,Danny Lee,4,15,t527,ZOZO CHAMPIONSHIP,2020,weekly
T23,,Shane Lowry,4,15,t527,ZOZO CHAMPIONSHIP,2020,weekly
T23,,Patrick Reed,4,15,t527,ZOZO CHAMPIONSHIP,2020,weekly
T23,T67,Matthew Wolff,4,15,t527,ZOZO CHAMPIONSHIP,2020,weekly
T30,T51,Dylan Frittelli,4,14,t527,ZOZO CHAMPIONSHIP,2020,weekly
T30,T23,Tommy Fleetwood,4,14,t527,ZOZO CHAMPIONSHIP,2020,weekly
T30,T56,Adam Long,4,14,t527,ZOZO CHAMPIONSHIP,2020,weekly
T30,T16,Si Woo Kim,4,14,t527,ZOZO CHAMPIONSHIP,2020,weekly
T30,T23,Jazz Janewattananond,4,14,t527,ZOZO CHAMPIONSHIP,2020,weekly
T30,T16,Wyndham Clark,4,14,t527,ZOZO CHAMPIONSHIP,2020,weekly
T30,T23,Jason Day,4,14,t527,ZOZO CHAMPIONSHIP,2020,weekly
T30,T23,Lucas Glover,4,14,t527,ZOZO CHAMPIONSHIP,2020,weekly
T30,T44,Sergio Garcia,4,14,t527,ZOZO CHAMPIONSHIP,2020,weekly
T39,,Ryo Ishikawa,4,13,t527,ZOZO CHAMPIONSHIP,2020,weekly
T39,,Jason Kokrak,4,13,t527,ZOZO CHAMPIONSHIP,2020,weekly
T39,,Tomoharu Otsuki,4,13,t527,ZOZO CHAMPIONSHIP,2020,weekly
T39,,Satoshi Kodaira,4,13,t527,ZOZO CHAMPIONSHIP,2020,weekly
T39,T38,Collin Morikawa,4,13,t527,ZOZO CHAMPIONSHIP,2020,weekly
T44,T62,C.T. Pan,4,12,t527,ZOZO CHAMPIONSHIP,2020,weekly
T44,T23,Emiliano Grillo,4,12,t527,ZOZO CHAMPIONSHIP,2020,weekly
T44,T62,Sanghyun Park,4,12,t527,ZOZO CHAMPIONSHIP,2020,weekly
T44,,Jinichiro Kozuma,4,12,t527,ZOZO CHAMPIONSHIP,2020,weekly
T44,T56,Max Homa,4,12,t527,ZOZO CHAMPIONSHIP,2020,weekly
T44,T44,Adam Schenk,4,12,t527,ZOZO CHAMPIONSHIP,2020,weekly
T44,T5,Ryan Palmer,4,12,t527,ZOZO CHAMPIONSHIP,2020,weekly
T44,T62,Vaughn Taylor,4,12,t527,ZOZO CHAMPIONSHIP,2020,weekly
T44,T12,Rory Sabbatini,4,12,t527,ZOZO CHAMPIONSHIP,2020,weekly
T44,,Louis Oosthuizen,4,12,t527,ZOZO CHAMPIONSHIP,2020,weekly
T44,T38,Marc Leishman,4,12,t527,ZOZO CHAMPIONSHIP,2020,weekly
T44,,Kevin Kisner,4,12,t527,ZOZO CHAMPIONSHIP,2020,weekly
T56,T44,Kevin Na,4,11,t527,ZOZO CHAMPIONSHIP,2020,weekly
T56,,Adam Scott,4,11,t527,ZOZO CHAMPIONSHIP,2020,weekly
T56,T72,Scott Piercy,4,11,t527,ZOZO CHAMPIONSHIP,2020,weekly
T56,,Tony Finau,4,11,t527,ZOZO CHAMPIONSHIP,2020,weekly
T56,,Yosuke Asaji,4,11,t527,ZOZO CHAMPIONSHIP,2020,weekly
T56,,Chan Kim,4,11,t527,ZOZO CHAMPIONSHIP,2020,weekly
T56,,Mikumu Horikawa,4,11,t527,ZOZO CHAMPIONSHIP,2020,weekly
T56,T16,Viktor Hovland,4,11,t527,ZOZO CHAMPIONSHIP,2020,weekly
T64,T51,Andrew Putnam,4,10,t527,ZOZO CHAMPIONSHIP,2020,weekly
T64,T67,Abraham Ancer,4,10,t527,ZOZO CHAMPIONSHIP,2020,weekly
T64,T12,Pat Perez,4,10,t527,ZOZO CHAMPIONSHIP,2020,weekly
T64,,Seungsu Han,4,10,t527,ZOZO CHAMPIONSHIP,2020,weekly
T68,T44,Kevin Streelman,4,9,t527,ZOZO CHAMPIONSHIP,2020,weekly
T68,,Bubba Watson,4,9,t527,ZOZO CHAMPIONSHIP,2020,weekly
T68,,Adam Hadwin,4,9,t527,ZOZO CHAMPIONSHIP,2020,weekly
T68,2,Jordan Spieth,4,9,t527,ZOZO CHAMPIONSHIP,2020,weekly
T72,,Shugo Imahira,4,8,t527,ZOZO CHAMPIONSHIP,2020,weekly
T72,T16,Ryan Moore,4,8,t527,ZOZO CHAMPIONSHIP,2020,weekly
T74,T56,Chez Reavie,4,7,t527,ZOZO CHAMPIONSHIP,2020,weekly
T74,T51,Joel Dahmen,4,7,t527,ZOZO CHAMPIONSHIP,2020,weekly
76,,Matt Fitzpatrick,4,6,t527,ZOZO CHAMPIONSHIP,2020,weekly
1,,Justin Thomas,4,27,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
2,,Jordan Spieth,4,25,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
3,,Danny Lee,4,23,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
4,,Byeong Hun An,4,22,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T5,,Chesson Hadley,4,21,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T5,,Ryan Palmer,4,21,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T5,,Sung Kang,4,21,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T8,,Charley Hoffman,4,20,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T8,,Kiradech Aphibarnrat,4,20,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T8,,Gary Woodland,4,20,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T8,,Harold Varner III,4,20,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T12,,Hideki Matsuyama,4,19,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T12,,Rory Sabbatini,4,19,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T12,,Pat Perez,4,19,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T12,,Rafa Cabrera Bello,4,19,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T16,,Ryan Moore,4,18,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T16,,Charles Howell III,4,18,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T16,,Kyongjun Moon,4,18,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T16,,Cameron Smith,4,18,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T16,,Si Woo Kim,4,18,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T16,,Viktor Hovland,4,18,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T16,,Wyndham Clark,4,18,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T23,,Tommy Fleetwood,4,17,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T23,,Emiliano Grillo,4,17,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T23,,Danny Willett,4,17,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T23,,Kevin Tway,4,17,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T23,,Troy Merritt,4,17,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T23,,K.H. Lee,4,17,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T23,,Keith Mitchell,4,17,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T23,,Joaquin Niemann,4,17,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T23,,Jazz Janewattananond,4,17,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T23,,Phil Mickelson,4,17,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T23,,Jason Day,4,17,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T23,,Nate Lashley,4,17,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T23,,Lucas Glover,4,17,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T23,,Matt Jones,4,17,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T23,T45,Luke List,4,17,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T38,,K.J. Choi,4,16,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T38,,Marc Leishman,4,16,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T38,,Soomin Lee,4,16,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T38,,Sungjae Im,4,16,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T38,,Corey Conners,4,16,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T38,,Collin Morikawa,4,16,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T44,,Tyrrell Hatton,4,15,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T44,,Jung-gon Hwang,4,15,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T44,,Adam Schenk,4,15,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T44,,Yongjun Bae,4,15,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T44,,Kevin Na,4,15,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T44,,Sergio Garcia,4,15,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T44,,Kevin Streelman,4,15,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T51,,Graeme McDowell,4,14,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T51,,Jhonattan Vegas,4,14,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T51,,Dylan Frittelli,4,14,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T51,,Joel Dahmen,4,14,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T51,,Andrew Putnam,4,14,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T56,,Adam Long,4,13,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T56,,Hyungjoon Lee,4,13,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T56,,Michael Kim,4,13,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T56,,Max Homa,4,13,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T56,,Ian Poulter,4,13,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T56,,Chez Reavie,4,13,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T62,,Wonjoon Lee,4,12,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T62,,C.T. Pan,4,12,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T62,,Vaughn Taylor,4,12,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T62,,Sanghyun Park,4,12,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T62,,Chase Koepka,4,12,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T67,,Abraham Ancer,4,11,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T67,,Jeongwoo Ham,4,11,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T67,,Matthew Wolff,4,11,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T70,,Branden Grace,4,10,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T70,,Brian Stuard,4,10,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T72,,Whee Kim,4,9,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
T72,,Scott Piercy,4,9,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
74,,Yi Keun Chang,4,8,t521,THE CJ CUP @ NINE BRIDGES,2020,weekly
