rank_this_week,rank_last_week,player_name,rounds,total,tournamet_id,tournament_name,year,type
T1,T59,Charley Hoffman,4,21,t004,Farmers Insurance Open,2020,weekly
T1,,Marc Leishman,4,21,t004,Farmers Insurance Open,2020,weekly
T5,,Ryan Palmer,4,20,t004,Farmers Insurance Open,2020,weekly
T5,,Brandt Snedeker,4,20,t004,Farmers Insurance Open,2020,weekly
T7,5,Tony Finau,4,19,t004,Farmers Insurance Open,2020,weekly
T7,,Jason Kokrak,4,19,t004,Farmers Insurance Open,2020,weekly
T7,,Patrick Reed,4,19,t004,Farmers Insurance Open,2020,weekly
T7,,Jon Rahm,4,19,t004,Farmers Insurance Open,2020,weekly
T7,T7,Cameron Champ,4,19,t004,Farmers Insurance Open,2020,weekly
T12,,Beau Hossler,4,18,t004,Farmers Insurance Open,2020,weekly
T12,,Jason Day,4,18,t004,Farmers Insurance Open,2020,weekly
T12,,Tiger Woods,4,18,t004,Farmers Insurance Open,2020,weekly
T12,,Jimmy Walker,4,18,t004,Farmers Insurance Open,2020,weekly
T16,T16,Russell Knox,4,17,t004,Farmers Insurance Open,2020,weekly
T16,T54,John Huh,4,17,t004,Farmers Insurance Open,2020,weekly
T16,,Joseph Bramlett,4,17,t004,Farmers Insurance Open,2020,weekly
T16,T23,Tom Hoge,4,17,t004,Farmers Insurance Open,2020,weekly
T16,T7,Cam Davis,4,17,t004,Farmers Insurance Open,2020,weekly
T16,,Robby Shelton,4,17,t004,Farmers Insurance Open,2020,weekly
T16,,Collin Morikawa,4,17,t004,Farmers Insurance Open,2020,weekly
T16,,Will Gordon,4,17,t004,Farmers Insurance Open,2020,weekly
T24,T23,Sebastian Cappelen,4,16,t004,Farmers Insurance Open,2020,weekly
T24,T16,Max Homa,4,16,t004,Farmers Insurance Open,2020,weekly
T24,T23,Zac Blair,4,16,t004,Farmers Insurance Open,2020,weekly
T24,,Trey Mullinax,4,16,t004,Farmers Insurance Open,2020,weekly
T24,T46,Matthew Wolff,4,16,t004,Farmers Insurance Open,2020,weekly
T24,,Kevin Streelman,4,16,t004,Farmers Insurance Open,2020,weekly
T24,,Dylan Frittelli,4,16,t004,Farmers Insurance Open,2020,weekly
T24,,Mark Anderson,4,16,t004,Farmers Insurance Open,2020,weekly
T24,,Harry Higgs,4,16,t004,Farmers Insurance Open,2020,weekly
T24,T64,Jhonattan Vegas,4,16,t004,Farmers Insurance Open,2020,weekly
T34,,Luke List,4,15,t004,Farmers Insurance Open,2020,weekly
T34,T59,Jason Dufner,4,15,t004,Farmers Insurance Open,2020,weekly
T34,,Sung Kang,4,15,t004,Farmers Insurance Open,2020,weekly
T34,,Kevin Tway,4,15,t004,Farmers Insurance Open,2020,weekly
T34,,Jordan Spieth,4,15,t004,Farmers Insurance Open,2020,weekly
T34,,Joel Dahmen,4,15,t004,Farmers Insurance Open,2020,weekly
T34,2,Grayson Murray,4,15,t004,Farmers Insurance Open,2020,weekly
T34,T54,Tyler McCumber,4,15,t004,Farmers Insurance Open,2020,weekly
T34,T46,Maverick McNealy,4,15,t004,Farmers Insurance Open,2020,weekly
T43,T46,Patrick Rodgers,4,14,t004,Farmers Insurance Open,2020,weekly
T43,6,Sungjae Im,4,14,t004,Farmers Insurance Open,2020,weekly
T43,,Richy Werenski,4,14,t004,Farmers Insurance Open,2020,weekly
T43,,Ben Taylor,4,14,t004,Farmers Insurance Open,2020,weekly
T43,,Brandon Wu,4,14,t004,Farmers Insurance Open,2020,weekly
T43,,Billy Horschel,4,14,t004,Farmers Insurance Open,2020,weekly
T43,,Jamie Lovemark,4,14,t004,Farmers Insurance Open,2020,weekly
T43,T46,Cameron Tringale,4,14,t004,Farmers Insurance Open,2020,weekly
T43,,Zack Sucher,4,14,t004,Farmers Insurance Open,2020,weekly
T43,,Byeong Hun An,4,14,t004,Farmers Insurance Open,2020,weekly
T43,,Bubba Watson,4,14,t004,Farmers Insurance Open,2020,weekly
T43,,Aaron Baddeley,4,14,t004,Farmers Insurance Open,2020,weekly
T43,,Stewart Cink,4,14,t004,Farmers Insurance Open,2020,weekly
T56,,Lucas Glover,4,13,t004,Farmers Insurance Open,2020,weekly
T56,,Martin Laird,4,13,t004,Farmers Insurance Open,2020,weekly
T56,,Rhein Gibson,4,13,t004,Farmers Insurance Open,2020,weekly
T56,,Hideki Matsuyama,4,13,t004,Farmers Insurance Open,2020,weekly
T56,,Keegan Bradley,4,13,t004,Farmers Insurance Open,2020,weekly
T56,,Cameron Smith,4,13,t004,Farmers Insurance Open,2020,weekly
T56,T23,Matthew NeSmith,4,13,t004,Farmers Insurance Open,2020,weekly
T56,,J.J. Spaun,4,13,t004,Farmers Insurance Open,2020,weekly
T56,T23,Denny McCarthy,4,13,t004,Farmers Insurance Open,2020,weekly
T65,,Dominic Bozzelli,4,12,t004,Farmers Insurance Open,2020,weekly
T65,,Joaquin Niemann,4,12,t004,Farmers Insurance Open,2020,weekly
T65,T3,Talor Gooch,4,12,t004,Farmers Insurance Open,2020,weekly
T65,T7,Sam Burns,4,12,t004,Farmers Insurance Open,2020,weekly
T65,T37,Doc Redman,4,12,t004,Farmers Insurance Open,2020,weekly
T65,,Chris Baker,4,12,t004,Farmers Insurance Open,2020,weekly
T71,T69,Ryan Brehm,4,11,t004,Farmers Insurance Open,2020,weekly
T71,T69,Scott Stallings,4,11,t004,Farmers Insurance Open,2020,weekly
T71,,Xinjun Zhang,4,11,t004,Farmers Insurance Open,2020,weekly
T71,,Matt Jones,4,11,t004,Farmers Insurance Open,2020,weekly
T71,,Cameron Percy,4,11,t004,Farmers Insurance Open,2020,weekly
T71,,Bill Haas,4,11,t004,Farmers Insurance Open,2020,weekly
T71,T37,Chase Seiffert,4,11,t004,Farmers Insurance Open,2020,weekly
78,,Pat Perez,4,10,t004,Farmers Insurance Open,2020,weekly
79,T69,Harris English,4,8,t004,Farmers Insurance Open,2020,weekly
1,,Andrew Landry,4,31,t002,The American Express,2020,weekly
2,,Grayson Murray,4,27,t002,The American Express,2020,weekly
T3,T21,Abraham Ancer,4,26,t002,The American Express,2020,weekly
T3,T58,Talor Gooch,4,26,t002,The American Express,2020,weekly
5,,Tony Finau,4,25,t002,The American Express,2020,weekly
6,T6,Sungjae Im,4,24,t002,The American Express,2020,weekly
T7,T50,Andrew Putnam,4,23,t002,The American Express,2020,weekly
T7,T10,Cam Davis,4,23,t002,The American Express,2020,weekly
T7,,Brandon Hagy,4,23,t002,The American Express,2020,weekly
T7,,Adam Schenk,4,23,t002,The American Express,2020,weekly
T7,,Sam Burns,4,23,t002,The American Express,2020,weekly
T7,T50,Sepp Straka,4,23,t002,The American Express,2020,weekly
T7,,Cameron Champ,4,23,t002,The American Express,2020,weekly
T7,,Ryan Moore,4,23,t002,The American Express,2020,weekly
T7,,Kevin Na,4,23,t002,The American Express,2020,weekly
T16,,Bronson Burgoon,4,22,t002,The American Express,2020,weekly
T16,,K.H. Lee,4,22,t002,The American Express,2020,weekly
T16,T58,Russell Knox,4,22,t002,The American Express,2020,weekly
T16,,Bud Cauley,4,22,t002,The American Express,2020,weekly
T16,,Chesson Hadley,4,22,t002,The American Express,2020,weekly
T16,,Max Homa,4,22,t002,The American Express,2020,weekly
T16,,Scottie Scheffler,4,22,t002,The American Express,2020,weekly
T23,,Sebastian Cappelen,4,21,t002,The American Express,2020,weekly
T23,T6,Tom Hoge,4,21,t002,The American Express,2020,weekly
T23,T21,Matthew NeSmith,4,21,t002,The American Express,2020,weekly
T23,T21,Sam Ryder,4,21,t002,The American Express,2020,weekly
T23,T43,Zac Blair,4,21,t002,The American Express,2020,weekly
T23,,Denny McCarthy,4,21,t002,The American Express,2020,weekly
T23,,Hank Lebioda,4,21,t002,The American Express,2020,weekly
T23,,J.T. Poston,4,21,t002,The American Express,2020,weekly
T23,,Vincent Whaley,4,21,t002,The American Express,2020,weekly
T23,T21,Alex Noren,4,21,t002,The American Express,2020,weekly
T23,,Matt Every,4,21,t002,The American Express,2020,weekly
T23,3,Brendan Steele,4,21,t002,The American Express,2020,weekly
T23,,Anirban Lahiri,4,21,t002,The American Express,2020,weekly
T23,,Rickie Fowler,4,21,t002,The American Express,2020,weekly
T37,T10,"Ted Potter, Jr.",4,20,t002,The American Express,2020,weekly
T37,T21,Ben Martin,4,20,t002,The American Express,2020,weekly
T37,T10,Vaughn Taylor,4,20,t002,The American Express,2020,weekly
T37,T43,Rory Sabbatini,4,20,t002,The American Express,2020,weekly
T37,T21,Tim Wilkinson,4,20,t002,The American Express,2020,weekly
T37,,Mark Hubbard,4,20,t002,The American Express,2020,weekly
T37,T21,Chase Seiffert,4,20,t002,The American Express,2020,weekly
T37,,Sebastián Muñoz,4,20,t002,The American Express,2020,weekly
T37,,Doc Redman,4,20,t002,The American Express,2020,weekly
T46,T50,Patrick Rodgers,4,19,t002,The American Express,2020,weekly
T46,,Maverick McNealy,4,19,t002,The American Express,2020,weekly
T46,,Matthew Wolff,4,19,t002,The American Express,2020,weekly
T46,,Paul Casey,4,19,t002,The American Express,2020,weekly
T46,T10,Brian Harman,4,19,t002,The American Express,2020,weekly
T46,T50,Brian Stuard,4,19,t002,The American Express,2020,weekly
T46,,Michael Gligic,4,19,t002,The American Express,2020,weekly
T46,,Cameron Tringale,4,19,t002,The American Express,2020,weekly
T54,,Fabián Gómez,4,18,t002,The American Express,2020,weekly
T54,T43,Brendon Todd,4,18,t002,The American Express,2020,weekly
T54,,John Huh,4,18,t002,The American Express,2020,weekly
T54,T50,Daniel Berger,4,18,t002,The American Express,2020,weekly
T54,,Tyler McCumber,4,18,t002,The American Express,2020,weekly
T59,,Tyler Duncan,4,17,t002,The American Express,2020,weekly
T59,,David Hearn,4,17,t002,The American Express,2020,weekly
T59,T10,Henrik Norlander,4,17,t002,The American Express,2020,weekly
T59,,Jason Dufner,4,17,t002,The American Express,2020,weekly
T59,,Charley Hoffman,4,17,t002,The American Express,2020,weekly
T64,,Jhonattan Vegas,4,16,t002,The American Express,2020,weekly
T64,,Nick Watney,4,16,t002,The American Express,2020,weekly
T64,,Josh Teater,4,16,t002,The American Express,2020,weekly
T64,,Troy Merritt,4,16,t002,The American Express,2020,weekly
T64,T16,Carlos Ortiz,4,16,t002,The American Express,2020,weekly
T69,,Harris English,4,15,t002,The American Express,2020,weekly
T69,,Ryan Brehm,4,15,t002,The American Express,2020,weekly
T69,,Scott Stallings,4,15,t002,The American Express,2020,weekly
T72,T21,Scott Piercy,4,14,t002,The American Express,2020,weekly
T72,,Wes Roach,4,14,t002,The American Express,2020,weekly
74,T21,D.J. Trahan,4,13,t002,The American Express,2020,weekly
T1,,Webb Simpson,4,21,t006,Sony Open in Hawaii,2020,weekly
T1,,Cameron Smith,4,21,t006,Sony Open in Hawaii,2020,weekly
3,,Brendan Steele,4,19,t006,Sony Open in Hawaii,2020,weekly
T4,,Michael Gellerman,4,18,t006,Sony Open in Hawaii,2020,weekly
T4,T22,Graeme McDowell,4,18,t006,Sony Open in Hawaii,2020,weekly
T6,T11,Ryan Palmer,4,17,t006,Sony Open in Hawaii,2020,weekly
T6,,Tom Hoge,4,17,t006,Sony Open in Hawaii,2020,weekly
T6,,Sungjae Im,4,17,t006,Sony Open in Hawaii,2020,weekly
T6,T19,Corey Conners,4,17,t006,Sony Open in Hawaii,2020,weekly
T10,,Cam Davis,4,16,t006,Sony Open in Hawaii,2020,weekly
T10,,"Ted Potter, Jr.",4,16,t006,Sony Open in Hawaii,2020,weekly
T10,,Brian Harman,4,16,t006,Sony Open in Hawaii,2020,weekly
T10,,Henrik Norlander,4,16,t006,Sony Open in Hawaii,2020,weekly
T10,,Rhein Gibson,4,16,t006,Sony Open in Hawaii,2020,weekly
T10,,Vaughn Taylor,4,16,t006,Sony Open in Hawaii,2020,weekly
T16,,Jerry Kelly,4,15,t006,Sony Open in Hawaii,2020,weekly
T16,,Brandt Snedeker,4,15,t006,Sony Open in Hawaii,2020,weekly
T16,T15,Kevin Kisner,4,15,t006,Sony Open in Hawaii,2020,weekly
T16,,Carlos Ortiz,4,15,t006,Sony Open in Hawaii,2020,weekly
T16,,Hudson Swafford,4,15,t006,Sony Open in Hawaii,2020,weekly
T21,T19,Lanto Griffin,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Matthew NeSmith,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Sam Ryder,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Chase Seiffert,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,T6,Joaquin Niemann,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Abraham Ancer,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Kramer Hickok,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,3,Collin Morikawa,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Rob Oppenheim,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Mark Anderson,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Ben Martin,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Bo Hoag,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Charles Howell III,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,D.J. Trahan,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Zach Johnson,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Pat Perez,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Tim Wilkinson,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Nick Taylor,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Jimmy Walker,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Scott Piercy,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Marc Leishman,4,14,t006,Sony Open in Hawaii,2020,weekly
T21,,Alex Noren,4,14,t006,Sony Open in Hawaii,2020,weekly
T43,,Matt Jones,4,13,t006,Sony Open in Hawaii,2020,weekly
T43,,Rory Sabbatini,4,13,t006,Sony Open in Hawaii,2020,weekly
T43,T33,Brendon Todd,4,13,t006,Sony Open in Hawaii,2020,weekly
T43,,Emiliano Grillo,4,13,t006,Sony Open in Hawaii,2020,weekly
T43,,Keegan Bradley,4,13,t006,Sony Open in Hawaii,2020,weekly
T43,,Harry Higgs,4,13,t006,Sony Open in Hawaii,2020,weekly
T43,,Zac Blair,4,13,t006,Sony Open in Hawaii,2020,weekly
T50,,Mikumu Horikawa,4,12,t006,Sony Open in Hawaii,2020,weekly
T50,,Patrick Rodgers,4,12,t006,Sony Open in Hawaii,2020,weekly
T50,,Daniel Berger,4,12,t006,Sony Open in Hawaii,2020,weekly
T50,,Sepp Straka,4,12,t006,Sony Open in Hawaii,2020,weekly
T50,,Brian Stuard,4,12,t006,Sony Open in Hawaii,2020,weekly
T50,,Michael Thompson,4,12,t006,Sony Open in Hawaii,2020,weekly
T50,,Hideki Matsuyama,4,12,t006,Sony Open in Hawaii,2020,weekly
T50,,Andrew Putnam,4,12,t006,Sony Open in Hawaii,2020,weekly
T58,,Satoshi Kodaira,4,11,t006,Sony Open in Hawaii,2020,weekly
T58,,Russell Knox,4,11,t006,Sony Open in Hawaii,2020,weekly
T58,,Joel Dahmen,4,11,t006,Sony Open in Hawaii,2020,weekly
T58,,Peter Malnati,4,11,t006,Sony Open in Hawaii,2020,weekly
T58,,Talor Gooch,4,11,t006,Sony Open in Hawaii,2020,weekly
T58,,Rikuya Hoshino,4,11,t006,Sony Open in Hawaii,2020,weekly
64,,Joseph Bramlett,4,10,t006,Sony Open in Hawaii,2020,weekly
T65,,Scott Harrington,4,9,t006,Sony Open in Hawaii,2020,weekly
T65,T19,Nate Lashley,4,9,t006,Sony Open in Hawaii,2020,weekly
1,,Justin Thomas,4,24,t016,Sentry Tournament of Champions,2020,weekly
2,,Patrick Reed,4,23,t016,Sentry Tournament of Champions,2020,weekly
3,,Collin Morikawa,4,20,t016,Sentry Tournament of Champions,2020,weekly
T4,T2,Sebastián Muñoz,4,19,t016,Sentry Tournament of Champions,2020,weekly
T4,,Patrick Cantlay,4,19,t016,Sentry Tournament of Champions,2020,weekly
T6,,Rickie Fowler,4,17,t016,Sentry Tournament of Champions,2020,weekly
T6,,Cameron Champ,4,17,t016,Sentry Tournament of Champions,2020,weekly
T6,,Matthew Wolff,4,17,t016,Sentry Tournament of Champions,2020,weekly
T6,,Joaquin Niemann,4,17,t016,Sentry Tournament of Champions,2020,weekly
T6,,Xander Schauffele,4,17,t016,Sentry Tournament of Champions,2020,weekly
T11,,Dustin Johnson,4,16,t016,Sentry Tournament of Champions,2020,weekly
T11,,Ryan Palmer,4,16,t016,Sentry Tournament of Champions,2020,weekly
T11,,Paul Casey,4,16,t016,Sentry Tournament of Champions,2020,weekly
T11,,Sung Kang,4,16,t016,Sentry Tournament of Champions,2020,weekly
T15,,Kevin Kisner,4,15,t016,Sentry Tournament of Champions,2020,weekly
T15,T7,J.T. Poston,4,15,t016,Sentry Tournament of Champions,2020,weekly
T15,,Gary Woodland,4,15,t016,Sentry Tournament of Champions,2020,weekly
T15,T21,Jim Herman,4,15,t016,Sentry Tournament of Champions,2020,weekly
T19,,Corey Conners,4,14,t016,Sentry Tournament of Champions,2020,weekly
T19,,Lanto Griffin,4,14,t016,Sentry Tournament of Champions,2020,weekly
T19,,Nate Lashley,4,14,t016,Sentry Tournament of Champions,2020,weekly
T22,,J.B. Holmes,4,13,t016,Sentry Tournament of Champions,2020,weekly
T22,,Graeme McDowell,4,13,t016,Sentry Tournament of Champions,2020,weekly
T22,T65,Adam Long,4,13,t016,Sentry Tournament of Champions,2020,weekly
T22,T21,Tyler Duncan,4,13,t016,Sentry Tournament of Champions,2020,weekly
T26,,Jon Rahm,4,12,t016,Sentry Tournament of Champions,2020,weekly
T26,T4,Keith Mitchell,4,12,t016,Sentry Tournament of Champions,2020,weekly
T28,,Max Homa,4,11,t016,Sentry Tournament of Champions,2020,weekly
T28,,Chez Reavie,4,11,t016,Sentry Tournament of Champions,2020,weekly
T28,,Kevin Na,4,11,t016,Sentry Tournament of Champions,2020,weekly
T28,,Matt Kuchar,4,11,t016,Sentry Tournament of Champions,2020,weekly
32,T52,Dylan Frittelli,4,10,t016,Sentry Tournament of Champions,2020,weekly
T33,T2,Brendon Todd,4,9,t016,Sentry Tournament of Champions,2020,weekly
T33,,Martin Trainer,4,9,t016,Sentry Tournament of Champions,2020,weekly
1,,Webb Simpson,4,25,t493,The RSM Classic,2020,weekly
T2,T1,Brendon Todd,4,22,t493,The RSM Classic,2020,weekly
T2,,Sebastián Muñoz,4,22,t493,The RSM Classic,2020,weekly
T4,,Keith Mitchell,4,21,t493,The RSM Classic,2020,weekly
T4,,K.H. Lee,4,21,t493,The RSM Classic,2020,weekly
T4,,D.J. Trahan,4,21,t493,The RSM Classic,2020,weekly
T7,T1,Vaughn Taylor,4,20,t493,The RSM Classic,2020,weekly
T7,,Rhein Gibson,4,20,t493,The RSM Classic,2020,weekly
T7,,Troy Merritt,4,20,t493,The RSM Classic,2020,weekly
T7,T77,Scott Brown,4,20,t493,The RSM Classic,2020,weekly
T7,,Nick Watney,4,20,t493,The RSM Classic,2020,weekly
T7,T19,Scottie Scheffler,4,20,t493,The RSM Classic,2020,weekly
T7,T16,J.T. Poston,4,20,t493,The RSM Classic,2020,weekly
T14,,Tyler McCumber,4,19,t493,The RSM Classic,2020,weekly
T14,,Fabián Gómez,4,19,t493,The RSM Classic,2020,weekly
T14,,Chesson Hadley,4,19,t493,The RSM Classic,2020,weekly
T14,T68,Harry Higgs,4,19,t493,The RSM Classic,2020,weekly
T14,,Kyle Stanley,4,19,t493,The RSM Classic,2020,weekly
T14,,Ricky Barnes,4,19,t493,The RSM Classic,2020,weekly
T14,,Alex Noren,4,19,t493,The RSM Classic,2020,weekly
T21,T55,Scott Harrington,4,18,t493,The RSM Classic,2020,weekly
T21,,Jim Furyk,4,18,t493,The RSM Classic,2020,weekly
T21,,Stewart Cink,4,18,t493,The RSM Classic,2020,weekly
T21,T77,Jim Herman,4,18,t493,The RSM Classic,2020,weekly
T21,T55,Brian Stuard,4,18,t493,The RSM Classic,2020,weekly
T21,T26,Russell Knox,4,18,t493,The RSM Classic,2020,weekly
T21,T73,Cameron Tringale,4,18,t493,The RSM Classic,2020,weekly
T21,T68,Tyler Duncan,4,18,t493,The RSM Classic,2020,weekly
T21,T55,Chase Seiffert,4,18,t493,The RSM Classic,2020,weekly
T21,,Austin Cook,4,18,t493,The RSM Classic,2020,weekly
T21,T46,Will Gordon,4,18,t493,The RSM Classic,2020,weekly
T21,,Brandon Hagy,4,18,t493,The RSM Classic,2020,weekly
T21,T73,Denny McCarthy,4,18,t493,The RSM Classic,2020,weekly
T34,T77,Talor Gooch,4,17,t493,The RSM Classic,2020,weekly
T34,,David Lingmerth,4,17,t493,The RSM Classic,2020,weekly
T34,T26,Henrik Norlander,4,17,t493,The RSM Classic,2020,weekly
T34,T19,David Hearn,4,17,t493,The RSM Classic,2020,weekly
T34,,Peter Uihlein,4,17,t493,The RSM Classic,2020,weekly
T34,,Kyle Reifers,4,17,t493,The RSM Classic,2020,weekly
T34,T55,Luke Donald,4,17,t493,The RSM Classic,2020,weekly
T34,T26,Zach Johnson,4,17,t493,The RSM Classic,2020,weekly
T34,T46,Brian Harman,4,17,t493,The RSM Classic,2020,weekly
T34,,Bill Haas,4,17,t493,The RSM Classic,2020,weekly
T34,,Doc Redman,4,17,t493,The RSM Classic,2020,weekly
T45,,Tim Wilkinson,4,16,t493,The RSM Classic,2020,weekly
T45,,Alex Cejka,4,16,t493,The RSM Classic,2020,weekly
T45,,Tim Herron,4,16,t493,The RSM Classic,2020,weekly
T45,T26,Ryan Brehm,4,16,t493,The RSM Classic,2020,weekly
T45,T55,Patton Kizzire,4,16,t493,The RSM Classic,2020,weekly
T45,,Kramer Hickok,4,16,t493,The RSM Classic,2020,weekly
T45,,Hank Lebioda,4,16,t493,The RSM Classic,2020,weekly
T52,,Davis Thompson,4,15,t493,The RSM Classic,2020,weekly
T52,T55,Mark Hubbard,4,15,t493,The RSM Classic,2020,weekly
T52,,Adam Hadwin,4,15,t493,The RSM Classic,2020,weekly
T52,,Mark Anderson,4,15,t493,The RSM Classic,2020,weekly
T52,T19,Scott Stallings,4,15,t493,The RSM Classic,2020,weekly
T52,,Luke List,4,15,t493,The RSM Classic,2020,weekly
T52,T10,Dylan Frittelli,4,15,t493,The RSM Classic,2020,weekly
T52,T46,Ryan Armour,4,15,t493,The RSM Classic,2020,weekly
T60,,Ben Crane,4,14,t493,The RSM Classic,2020,weekly
T60,T26,Rory Sabbatini,4,14,t493,The RSM Classic,2020,weekly
T60,,Anirban Lahiri,4,14,t493,The RSM Classic,2020,weekly
T60,,Michael Thompson,4,14,t493,The RSM Classic,2020,weekly
T60,T26,Maverick McNealy,4,14,t493,The RSM Classic,2020,weekly
T65,,Vincent Whaley,4,13,t493,The RSM Classic,2020,weekly
T65,,Doug Ghim,4,13,t493,The RSM Classic,2020,weekly
T65,T68,Shawn Stefani,4,13,t493,The RSM Classic,2020,weekly
T65,T10,Matthew NeSmith,4,13,t493,The RSM Classic,2020,weekly
T65,T1,Adam Long,4,13,t493,The RSM Classic,2020,weekly
T65,,Mackenzie Hughes,4,13,t493,The RSM Classic,2020,weekly
T65,T46,Wes Roach,4,13,t493,The RSM Classic,2020,weekly
T72,T10,Matt Jones,4,12,t493,The RSM Classic,2020,weekly
T72,,Rob Oppenheim,4,12,t493,The RSM Classic,2020,weekly
74,,Davis Riley,4,11,t493,The RSM Classic,2020,weekly
75,T26,Bo Hoag,4,10,t493,The RSM Classic,2020,weekly
76,72,Satoshi Kodaira,4,8,t493,The RSM Classic,2020,weekly
T1,,Brendon Todd,4,24,t457,Mayakoba Golf Classic,2020,weekly
T1,,Carlos Ortiz,4,24,t457,Mayakoba Golf Classic,2020,weekly
T1,,Harris English,4,24,t457,Mayakoba Golf Classic,2020,weekly
T1,,Adam Long,4,24,t457,Mayakoba Golf Classic,2020,weekly
T1,,Vaughn Taylor,4,24,t457,Mayakoba Golf Classic,2020,weekly
T6,,Matt Kuchar,4,22,t457,Mayakoba Golf Classic,2020,weekly
T6,,Robby Shelton,4,22,t457,Mayakoba Golf Classic,2020,weekly
T8,,Aaron Baddeley,4,21,t457,Mayakoba Golf Classic,2020,weekly
T8,,Bronson Burgoon,4,21,t457,Mayakoba Golf Classic,2020,weekly
T10,T6,Billy Horschel,4,20,t457,Mayakoba Golf Classic,2020,weekly
T10,,Dylan Frittelli,4,20,t457,Mayakoba Golf Classic,2020,weekly
T10,,Ben Martin,4,20,t457,Mayakoba Golf Classic,2020,weekly
T10,,Pat Perez,4,20,t457,Mayakoba Golf Classic,2020,weekly
T10,,Matt Jones,4,20,t457,Mayakoba Golf Classic,2020,weekly
T10,,Matthew NeSmith,4,20,t457,Mayakoba Golf Classic,2020,weekly
T16,T10,J.T. Poston,4,19,t457,Mayakoba Golf Classic,2020,weekly
T16,,Cameron Champ,4,19,t457,Mayakoba Golf Classic,2020,weekly
T16,,Brice Garnett,4,19,t457,Mayakoba Golf Classic,2020,weekly
T19,,Brendan Steele,4,18,t457,Mayakoba Golf Classic,2020,weekly
T19,,Scott Stallings,4,18,t457,Mayakoba Golf Classic,2020,weekly
T19,,Rafael Campos,4,18,t457,Mayakoba Golf Classic,2020,weekly
T19,,Zac Blair,4,18,t457,Mayakoba Golf Classic,2020,weekly
T19,,Scottie Scheffler,4,18,t457,Mayakoba Golf Classic,2020,weekly
T19,,David Hearn,4,18,t457,Mayakoba Golf Classic,2020,weekly
T19,T29,Charles Howell III,4,18,t457,Mayakoba Golf Classic,2020,weekly
T26,,Brian Gay,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,,Zach Johnson,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,,Rory Sabbatini,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,,Alvaro Ortiz,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,,J.J. Spaun,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,T3,Abraham Ancer,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,,Maverick McNealy,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,,Chris Stroud,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,,Ryan Brehm,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,,C.T. Pan,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,,Danny Lee,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,,Henrik Norlander,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,,Chris Kirk,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,T29,Xinjun Zhang,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,,Kevin Chappell,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,,Russell Knox,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,,Bo Hoag,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,,Joel Dahmen,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,,Robert Streb,4,17,t457,Mayakoba Golf Classic,2020,weekly
T26,,Peter Malnati,4,17,t457,Mayakoba Golf Classic,2020,weekly
T46,,Emiliano Grillo,4,16,t457,Mayakoba Golf Classic,2020,weekly
T46,,Sebastian Cappelen,4,16,t457,Mayakoba Golf Classic,2020,weekly
T46,,Wes Roach,4,16,t457,Mayakoba Golf Classic,2020,weekly
T46,,Harold Varner III,4,16,t457,Mayakoba Golf Classic,2020,weekly
T46,,Brandon Wu,4,16,t457,Mayakoba Golf Classic,2020,weekly
T46,,Will Gordon,4,16,t457,Mayakoba Golf Classic,2020,weekly
T46,,Ryan Armour,4,16,t457,Mayakoba Golf Classic,2020,weekly
