rank_this_week,rank_last_week,player_name,rounds,avg,total_distance,total_drives,tournamet_id,tournament_name,year,type
13,,Keith Mitchell,4,298.5,"2,388",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
14,34,Matt Jones,4,297.3,"2,378",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
15,,Viktor Hovland,4,296.1,"2,369",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
16,,Collin Morikawa,4,295.4,"2,363",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
17,,Scottie Scheffler,4,295,"2,360",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
18,,Brooks Koepka,4,294.8,"2,358",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
19,15,Patrick Rodgers,4,294.6,"2,357",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
20,29,Stewart Cink,4,294.4,"2,355",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
21,,Sung Kang,4,294.1,"2,353",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
T22,,Hideki Matsuyama,4,293.8,"2,350",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
T22,26,Jimmy Walker,4,293.8,"2,350",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
T24,16,Harry Higgs,4,293.4,"2,347",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
T24,,Joel Dahmen,4,293.4,"2,347",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
26,48,K.H. Lee,4,293.3,"2,346",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
27,5,Beau Hossler,4,293.1,"2,345",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
28,,Rickie Fowler,4,293,"2,344",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
29,,Danny Willett,4,292.5,"2,340",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
30,31,Harris English,4,292.4,"2,339",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
31,33,Billy Horschel,4,292.1,"2,337",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
32,,Troy Merritt,4,291.9,"2,335",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
T33,55,Dylan Frittelli,4,291.8,"2,334",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
T33,43,Byeong Hun An,4,291.8,"2,334",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
35,28,Harold Varner III,4,291,"2,328",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
36,38,Danny Lee,4,290.3,"2,322",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
T37,,Lanto Griffin,4,290.1,"2,321",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
T37,,Charley Hoffman,4,290.1,"2,321",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
39,40,Sungjae Im,4,289.9,"2,319",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
40,,Doc Redman,4,289.6,"2,317",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
41,,Kevin Chappell,4,289,"2,312",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
42,66,Rory Sabbatini,4,288.9,"2,311",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
43,,Xinjun Zhang,4,288.8,"2,310",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
44,,Matt Fitzpatrick,4,288,"2,304",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
45,,Tyrrell Hatton,4,287.5,"2,300",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
46,,Nick Taylor,4,287.3,"2,298",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
47,,Graeme McDowell,4,286.9,"2,295",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
48,54,Adam Long,4,286.8,"2,294",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
49,,Christiaan Bezuidenhout,4,286.6,"2,293",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
50,,Ryan Moore,4,286.5,"2,292",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
51,,Marc Leishman,4,286.3,"2,290",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
52,46,Bud Cauley,4,285.8,"2,286",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
53,,Patrick Reed,4,284.6,"2,277",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
54,,Scott Brown,4,284,"2,272",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
55,,Zac Blair,4,282.9,"2,263",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
56,,Davis Love III,4,282.5,"2,260",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
57,64,Zach Johnson,4,282.3,"2,258",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
58,,Abraham Ancer,4,281.9,"2,255",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
59,,Brian Gay,4,281.3,"2,250",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
T60,,Steve Stricker,4,280.8,"2,246",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
T60,T51,Ian Poulter,4,280.8,"2,246",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
62,,Sam Saunders,4,280.4,"2,243",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
63,,Tom Hoge,4,278.4,"2,227",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
64,68,Vaughn Taylor,4,276,"2,208",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
65,,Kevin Na,4,273.6,"2,189",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
66,59,Robby Shelton,4,273.1,"2,185",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
67,,Brendon Todd,4,270.1,"2,161",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
68,,Rob Oppenheim,4,264.4,"2,115",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
69,,Rod Perry,4,260.9,"2,087",8,t009,Arnold Palmer Invitational presented by Mastercard,2020,weekly
1,,Brandon Hagy,4,320,"2,560",8,t010,The Honda Classic,2020,weekly
2,,Cam Davis,4,314.1,"2,513",8,t010,The Honda Classic,2020,weekly
3,,Matthew Wolff,4,312.8,"2,502",8,t010,The Honda Classic,2020,weekly
4,,Grayson Murray,4,312.4,"2,499",8,t010,The Honda Classic,2020,weekly
5,,Beau Hossler,4,309.4,"2,475",8,t010,The Honda Classic,2020,weekly
6,22,Gary Woodland,4,308.6,"2,469",8,t010,The Honda Classic,2020,weekly
7,,Talor Gooch,4,306.8,"2,454",8,t010,The Honda Classic,2020,weekly
8,,Jhonattan Vegas,4,306.4,"2,451",8,t010,The Honda Classic,2020,weekly
9,,Ryan Palmer,4,305.6,"2,445",8,t010,The Honda Classic,2020,weekly
10,29,Kurt Kitayama,4,304.4,"2,435",8,t010,The Honda Classic,2020,weekly
T11,,Wyndham Clark,4,304,"2,432",8,t010,The Honda Classic,2020,weekly
T11,,Brendan Steele,4,304,"2,432",8,t010,The Honda Classic,2020,weekly
13,,Hudson Swafford,4,303.3,"2,426",8,t010,The Honda Classic,2020,weekly
14,,Sepp Straka,4,302.8,"2,422",8,t010,The Honda Classic,2020,weekly
15,,Patrick Rodgers,4,302.6,"2,421",8,t010,The Honda Classic,2020,weekly
16,,Harry Higgs,4,302.1,"2,417",8,t010,The Honda Classic,2020,weekly
17,51,Shane Lowry,4,301.1,"2,409",8,t010,The Honda Classic,2020,weekly
18,,Sam Burns,4,301,"2,408",8,t010,The Honda Classic,2020,weekly
19,,Nick Watney,4,300.8,"2,406",8,t010,The Honda Classic,2020,weekly
20,,Cameron Tringale,4,300.6,"2,405",8,t010,The Honda Classic,2020,weekly
T21,39,Tommy Fleetwood,4,300.5,"2,404",8,t010,The Honda Classic,2020,weekly
T21,,Tom Lewis,4,300.5,"2,404",8,t010,The Honda Classic,2020,weekly
23,,Hayden Buckley,4,300.4,"2,403",8,t010,The Honda Classic,2020,weekly
T24,,Maverick McNealy,4,299.8,"2,398",8,t010,The Honda Classic,2020,weekly
T24,62,Lee Westwood,4,299.8,"2,398",8,t010,The Honda Classic,2020,weekly
26,,Jimmy Walker,4,298.5,"2,388",8,t010,The Honda Classic,2020,weekly
27,,Matthew NeSmith,4,297.8,"2,382",8,t010,The Honda Classic,2020,weekly
28,,Harold Varner III,4,297.5,"2,380",8,t010,The Honda Classic,2020,weekly
29,,Stewart Cink,4,296.8,"2,374",8,t010,The Honda Classic,2020,weekly
30,,Scott Stallings,4,296.5,"2,372",8,t010,The Honda Classic,2020,weekly
31,,Harris English,4,296.3,"2,370",8,t010,The Honda Classic,2020,weekly
32,,Mackenzie Hughes,4,296,"2,368",8,t010,The Honda Classic,2020,weekly
33,T14,Billy Horschel,4,295.1,"2,361",8,t010,The Honda Classic,2020,weekly
34,,Matt Jones,4,293.9,"2,351",8,t010,The Honda Classic,2020,weekly
35,,Richy Werenski,4,293.4,"2,347",8,t010,The Honda Classic,2020,weekly
36,,Sam Ryder,4,293,"2,344",8,t010,The Honda Classic,2020,weekly
37,,Charl Schwartzel,4,292.8,"2,342",8,t010,The Honda Classic,2020,weekly
38,,Danny Lee,4,292.4,"2,339",8,t010,The Honda Classic,2020,weekly
39,,Daniel Berger,4,292.3,"2,338",8,t010,The Honda Classic,2020,weekly
40,36,Sungjae Im,4,291.5,"2,332",8,t010,The Honda Classic,2020,weekly
41,,Michael Thompson,4,291.3,"2,330",8,t010,The Honda Classic,2020,weekly
42,,Aaron Wise,4,291.1,"2,329",8,t010,The Honda Classic,2020,weekly
43,31,Byeong Hun An,4,290.6,"2,325",8,t010,The Honda Classic,2020,weekly
T44,,Kevin Streelman,4,290.4,"2,323",8,t010,The Honda Classic,2020,weekly
T44,,Patton Kizzire,4,290.4,"2,323",8,t010,The Honda Classic,2020,weekly
46,,Bud Cauley,4,289.4,"2,315",8,t010,The Honda Classic,2020,weekly
47,,Chris Baker,4,289.3,"2,314",8,t010,The Honda Classic,2020,weekly
48,,K.H. Lee,4,289,"2,312",8,t010,The Honda Classic,2020,weekly
49,,Mark Hubbard,4,288.9,"2,311",8,t010,The Honda Classic,2020,weekly
50,,Fabián Gómez,4,287.9,"2,303",8,t010,The Honda Classic,2020,weekly
T51,,Austin Cook,4,287.8,"2,302",8,t010,The Honda Classic,2020,weekly
T51,,Ian Poulter,4,287.8,"2,302",8,t010,The Honda Classic,2020,weekly
53,,J.T. Poston,4,287.3,"2,298",8,t010,The Honda Classic,2020,weekly
54,,Adam Long,4,286.9,"2,295",8,t010,The Honda Classic,2020,weekly
55,,Dylan Frittelli,4,286.1,"2,289",8,t010,The Honda Classic,2020,weekly
56,,Kramer Hickok,4,285.4,"2,283",8,t010,The Honda Classic,2020,weekly
T57,,Brian Harman,4,285.3,"2,282",8,t010,The Honda Classic,2020,weekly
T57,,Jamie Lovemark,4,285.3,"2,282",8,t010,The Honda Classic,2020,weekly
59,,Robby Shelton,4,284.1,"2,273",8,t010,The Honda Classic,2020,weekly
60,,Mark Anderson,4,284,"2,272",8,t010,The Honda Classic,2020,weekly
61,,Russell Henley,4,283.6,"2,269",8,t010,The Honda Classic,2020,weekly
62,,Cameron Percy,4,283.4,"2,267",8,t010,The Honda Classic,2020,weekly
63,,Brice Garnett,4,283.3,"2,266",8,t010,The Honda Classic,2020,weekly
64,,Zach Johnson,4,283.1,"2,265",8,t010,The Honda Classic,2020,weekly
65,,Jason Dufner,4,282.3,"2,258",8,t010,The Honda Classic,2020,weekly
66,,Rory Sabbatini,4,280.8,"2,246",8,t010,The Honda Classic,2020,weekly
67,,Luke Donald,4,275.3,"2,202",8,t010,The Honda Classic,2020,weekly
68,,Vaughn Taylor,4,273.3,"2,186",8,t010,The Honda Classic,2020,weekly
69,,Brian Stuard,4,269.8,"2,158",8,t010,The Honda Classic,2020,weekly
1,NA,Bryson DeChambeau,4,355.6,"2,845",8,t473,World Golf Championships-Mexico Championship,2020,weekly
2,NA,Rory McIlroy,4,352.1,"2,817",8,t473,World Golf Championships-Mexico Championship,2020,weekly
3,NA,Bubba Watson,4,348.4,"2,787",8,t473,World Golf Championships-Mexico Championship,2020,weekly
4,NA,Ryan Fox,4,345.6,"2,765",8,t473,World Golf Championships-Mexico Championship,2020,weekly
5,NA,Jon Rahm,4,339.5,"2,716",8,t473,World Golf Championships-Mexico Championship,2020,weekly
T6,NA,Lucas Herbert,4,339.1,"2,713",8,t473,World Golf Championships-Mexico Championship,2020,weekly
T6,NA,Victor Perez,4,339.1,"2,713",8,t473,World Golf Championships-Mexico Championship,2020,weekly
8,NA,Dustin Johnson,4,336.1,"2,689",8,t473,World Golf Championships-Mexico Championship,2020,weekly
9,NA,Zander Lombard,4,336,"2,688",8,t473,World Golf Championships-Mexico Championship,2020,weekly
10,NA,Adam Scott,4,335.4,"2,683",8,t473,World Golf Championships-Mexico Championship,2020,weekly
11,NA,Sebastián Muñoz,4,335.1,"2,681",8,t473,World Golf Championships-Mexico Championship,2020,weekly
12,NA,Sung Kang,4,334.8,"2,678",8,t473,World Golf Championships-Mexico Championship,2020,weekly
13,NA,Sergio Garcia,4,334.5,"2,676",8,t473,World Golf Championships-Mexico Championship,2020,weekly
T14,NA,Billy Horschel,4,334.4,"2,675",8,t473,World Golf Championships-Mexico Championship,2020,weekly
T14,NA,Matthias Schwab,4,334.4,"2,675",8,t473,World Golf Championships-Mexico Championship,2020,weekly
16,NA,Scott Hend,4,334,"2,672",8,t473,World Golf Championships-Mexico Championship,2020,weekly
17,NA,Benjamin Hebert,4,333.8,"2,670",8,t473,World Golf Championships-Mexico Championship,2020,weekly
18,NA,Hideki Matsuyama,4,333.5,"2,668",8,t473,World Golf Championships-Mexico Championship,2020,weekly
19,NA,Lucas Glover,4,333.3,"2,666",8,t473,World Golf Championships-Mexico Championship,2020,weekly
20,NA,Jordan Spieth,4,333.1,"2,665",8,t473,World Golf Championships-Mexico Championship,2020,weekly
21,NA,Erik van Rooyen,4,333,"2,664",8,t473,World Golf Championships-Mexico Championship,2020,weekly
22,NA,Gary Woodland,4,332.8,"2,662",8,t473,World Golf Championships-Mexico Championship,2020,weekly
T23,NA,Jason Kokrak,4,332.6,"2,661",8,t473,World Golf Championships-Mexico Championship,2020,weekly
T23,NA,Cameron Smith,4,332.6,"2,661",8,t473,World Golf Championships-Mexico Championship,2020,weekly
25,NA,Paul Casey,4,331.6,"2,653",8,t473,World Golf Championships-Mexico Championship,2020,weekly
26,NA,Webb Simpson,4,331.3,"2,650",8,t473,World Golf Championships-Mexico Championship,2020,weekly
T27,NA,Danny Willett,4,331.1,"2,649",8,t473,World Golf Championships-Mexico Championship,2020,weekly
T27,NA,Lanto Griffin,4,331.1,"2,649",8,t473,World Golf Championships-Mexico Championship,2020,weekly
29,NA,Kurt Kitayama,4,331,"2,648",8,t473,World Golf Championships-Mexico Championship,2020,weekly
30,NA,Scottie Scheffler,4,330.6,"2,645",8,t473,World Golf Championships-Mexico Championship,2020,weekly
31,NA,Byeong Hun An,4,330,"2,640",8,t473,World Golf Championships-Mexico Championship,2020,weekly
32,NA,Abraham Ancer,4,329.4,"2,635",8,t473,World Golf Championships-Mexico Championship,2020,weekly
33,NA,Charles Howell III,4,329.1,"2,633",8,t473,World Golf Championships-Mexico Championship,2020,weekly
34,NA,Ryo Ishikawa,4,328.6,"2,629",8,t473,World Golf Championships-Mexico Championship,2020,weekly
35,NA,Tyrrell Hatton,4,328,"2,624",8,t473,World Golf Championships-Mexico Championship,2020,weekly
36,NA,Sungjae Im,4,327.8,"2,622",8,t473,World Golf Championships-Mexico Championship,2020,weekly
37,NA,Corey Conners,4,327.6,"2,621",8,t473,World Golf Championships-Mexico Championship,2020,weekly
38,NA,Bernd Wiesberger,4,327.3,"2,618",8,t473,World Golf Championships-Mexico Championship,2020,weekly
39,NA,Tommy Fleetwood,4,327.1,"2,617",8,t473,World Golf Championships-Mexico Championship,2020,weekly
T40,NA,Patrick Reed,4,326.4,"2,611",8,t473,World Golf Championships-Mexico Championship,2020,weekly
T40,NA,Jazz Janewattananond,4,326.4,"2,611",8,t473,World Golf Championships-Mexico Championship,2020,weekly
42,NA,Matt Wallace,4,325,"2,600",8,t473,World Golf Championships-Mexico Championship,2020,weekly
T43,NA,Carlos Ortiz,4,324.4,"2,595",8,t473,World Golf Championships-Mexico Championship,2020,weekly
T43,NA,Christiaan Bezuidenhout,4,324.4,"2,595",8,t473,World Golf Championships-Mexico Championship,2020,weekly
45,NA,Francesco Molinari,4,324,"2,592",8,t473,World Golf Championships-Mexico Championship,2020,weekly
46,NA,Graeme McDowell,4,323.1,"2,585",8,t473,World Golf Championships-Mexico Championship,2020,weekly
47,NA,Branden Grace,4,323,"2,584",8,t473,World Golf Championships-Mexico Championship,2020,weekly
48,NA,Justin Thomas,4,321.6,"2,573",8,t473,World Golf Championships-Mexico Championship,2020,weekly
49,NA,Collin Morikawa,4,321.5,"2,572",8,t473,World Golf Championships-Mexico Championship,2020,weekly
50,NA,Kevin Kisner,4,320.8,"2,566",8,t473,World Golf Championships-Mexico Championship,2020,weekly
51,NA,Shane Lowry,4,320.5,"2,564",8,t473,World Golf Championships-Mexico Championship,2020,weekly
52,NA,Marc Leishman,4,319.8,"2,558",8,t473,World Golf Championships-Mexico Championship,2020,weekly
53,NA,Michael Lorenzo-Vera,4,319.6,"2,557",8,t473,World Golf Championships-Mexico Championship,2020,weekly
T54,NA,Jorge Campillo,4,319.1,"2,553",8,t473,World Golf Championships-Mexico Championship,2020,weekly
T54,NA,Xander Schauffele,4,319.1,"2,553",8,t473,World Golf Championships-Mexico Championship,2020,weekly
56,NA,Louis Oosthuizen,4,319,"2,552",8,t473,World Golf Championships-Mexico Championship,2020,weekly
57,NA,Matt Fitzpatrick,4,318,"2,544",8,t473,World Golf Championships-Mexico Championship,2020,weekly
58,NA,Shaun Norris,4,317.6,"2,541",8,t473,World Golf Championships-Mexico Championship,2020,weekly
59,NA,Justin Harding,4,317.5,"2,540",8,t473,World Golf Championships-Mexico Championship,2020,weekly
T60,NA,Pablo Larrazabal,4,317.1,"2,537",8,t473,World Golf Championships-Mexico Championship,2020,weekly
T60,NA,Kevin Na,4,317.1,"2,537",8,t473,World Golf Championships-Mexico Championship,2020,weekly
62,NA,Lee Westwood,4,316.4,"2,531",8,t473,World Golf Championships-Mexico Championship,2020,weekly
63,NA,Rafa Cabrera Bello,4,315,"2,520",8,t473,World Golf Championships-Mexico Championship,2020,weekly
64,NA,Robert MacIntyre,4,311.8,"2,494",8,t473,World Golf Championships-Mexico Championship,2020,weekly
65,NA,Marcus Kinhult,4,311.5,"2,492",8,t473,World Golf Championships-Mexico Championship,2020,weekly
66,NA,Chez Reavie,4,310.1,"2,481",8,t473,World Golf Championships-Mexico Championship,2020,weekly
67,NA,Brendon Todd,4,307.3,"2,458",8,t473,World Golf Championships-Mexico Championship,2020,weekly
68,NA,Tae Hee Lee,4,306,"2,448",8,t473,World Golf Championships-Mexico Championship,2020,weekly
69,NA,Brandt Snedeker,4,305.8,"2,446",8,t473,World Golf Championships-Mexico Championship,2020,weekly
70,NA,Shugo Imahira,4,305.4,"2,443",8,t473,World Golf Championships-Mexico Championship,2020,weekly
71,NA,Matt Kuchar,4,303.3,"2,426",8,t473,World Golf Championships-Mexico Championship,2020,weekly
72,NA,Zach Murray,4,300,"2,400",8,t473,World Golf Championships-Mexico Championship,2020,weekly
1,,Will Gordon,4,308.8,"2,470",8,t483,Puerto Rico Open,2020,weekly
2,,Ryan Brehm,4,306.1,"2,449",8,t483,Puerto Rico Open,2020,weekly
3,,Brandon Hagy,4,304.5,"2,436",8,t483,Puerto Rico Open,2020,weekly
4,,Cam Davis,4,303.6,"2,429",8,t483,Puerto Rico Open,2020,weekly
5,11,Patrick Rodgers,4,301.4,"2,411",8,t483,Puerto Rico Open,2020,weekly
6,,Jhonattan Vegas,4,298.9,"2,391",8,t483,Puerto Rico Open,2020,weekly
7,,MJ Daffue,4,298.4,"2,387",8,t483,Puerto Rico Open,2020,weekly
8,,Beau Hossler,4,298,"2,384",8,t483,Puerto Rico Open,2020,weekly
9,,Rhein Gibson,4,297.3,"2,378",8,t483,Puerto Rico Open,2020,weekly
10,,Matthew NeSmith,4,293.9,"2,351",8,t483,Puerto Rico Open,2020,weekly
11,,Vincent Whaley,4,293.1,"2,345",8,t483,Puerto Rico Open,2020,weekly
12,T40,Adam Schenk,4,292.8,"2,342",8,t483,Puerto Rico Open,2020,weekly
13,,Kris Ventura,4,292.5,"2,340",8,t483,Puerto Rico Open,2020,weekly
14,,Viktor Hovland,4,291.3,"2,330",8,t483,Puerto Rico Open,2020,weekly
15,,George McNeill,4,290.9,"2,327",8,t483,Puerto Rico Open,2020,weekly
16,,Sam Ryder,4,290.6,"2,325",8,t483,Puerto Rico Open,2020,weekly
17,,Tyler McCumber,4,290.5,"2,324",8,t483,Puerto Rico Open,2020,weekly
18,,Julián Etulain,4,289.1,"2,313",8,t483,Puerto Rico Open,2020,weekly
19,,Henrik Norlander,4,288.4,"2,307",8,t483,Puerto Rico Open,2020,weekly
20,,"Ted Potter, Jr.",4,288.1,"2,305",8,t483,Puerto Rico Open,2020,weekly
21,,Shawn Stefani,4,287.9,"2,303",8,t483,Puerto Rico Open,2020,weekly
22,,Peter Uihlein,4,287.5,"2,300",8,t483,Puerto Rico Open,2020,weekly
23,,Emiliano Grillo,4,286.9,"2,295",8,t483,Puerto Rico Open,2020,weekly
T24,,Zack Sucher,4,286.3,"2,290",8,t483,Puerto Rico Open,2020,weekly
T24,,Austin Cook,4,286.3,"2,290",8,t483,Puerto Rico Open,2020,weekly
26,,Seamus Power,4,285.9,"2,287",8,t483,Puerto Rico Open,2020,weekly
27,,Robert Streb,4,285.8,"2,286",8,t483,Puerto Rico Open,2020,weekly
28,,Robby Shelton,4,285.4,"2,283",8,t483,Puerto Rico Open,2020,weekly
29,,Maverick McNealy,4,285,"2,280",8,t483,Puerto Rico Open,2020,weekly
30,T18,Martin Laird,4,284.8,"2,278",8,t483,Puerto Rico Open,2020,weekly
31,16,Joseph Bramlett,4,284.1,"2,273",8,t483,Puerto Rico Open,2020,weekly
32,,Kiradech Aphibarnrat,4,283.8,"2,270",8,t483,Puerto Rico Open,2020,weekly
T33,,Derek Ernst,4,283.4,"2,267",8,t483,Puerto Rico Open,2020,weekly
T33,,Bill Haas,4,283.4,"2,267",8,t483,Puerto Rico Open,2020,weekly
35,T22,K.H. Lee,4,282.8,"2,262",8,t483,Puerto Rico Open,2020,weekly
T36,,Bo Hoag,4,282.6,"2,261",8,t483,Puerto Rico Open,2020,weekly
T36,,Sebastian Cappelen,4,282.6,"2,261",8,t483,Puerto Rico Open,2020,weekly
38,,Anirban Lahiri,4,282.5,"2,260",8,t483,Puerto Rico Open,2020,weekly
39,,Doug Ghim,4,282.1,"2,257",8,t483,Puerto Rico Open,2020,weekly
40,,Mark Anderson,4,281.4,"2,251",8,t483,Puerto Rico Open,2020,weekly
T41,,Josh Teater,4,281.3,"2,250",8,t483,Puerto Rico Open,2020,weekly
T41,,Wes Roach,4,281.3,"2,250",8,t483,Puerto Rico Open,2020,weekly
43,,Brice Garnett,4,280.8,"2,246",8,t483,Puerto Rico Open,2020,weekly
44,,Michael Gellerman,4,280.3,"2,242",8,t483,Puerto Rico Open,2020,weekly
T45,,Daniel Chopra,4,279.3,"2,234",8,t483,Puerto Rico Open,2020,weekly
T45,,Xinjun Zhang,4,279.3,"2,234",8,t483,Puerto Rico Open,2020,weekly
47,,Chris Couch,4,278.3,"2,226",8,t483,Puerto Rico Open,2020,weekly
48,T47,Kyle Stanley,4,277.6,"2,221",8,t483,Puerto Rico Open,2020,weekly
49,,Cameron Percy,4,277.5,"2,220",8,t483,Puerto Rico Open,2020,weekly
50,,Jay McLuen,4,277.4,"2,219",8,t483,Puerto Rico Open,2020,weekly
51,,Ben Martin,4,276.9,"2,215",8,t483,Puerto Rico Open,2020,weekly
52,60,Scott Brown,4,275.9,"2,207",8,t483,Puerto Rico Open,2020,weekly
53,,Nelson Ledesma,4,275.6,"2,205",8,t483,Puerto Rico Open,2020,weekly
54,,D.J. Trahan,4,275.5,"2,204",8,t483,Puerto Rico Open,2020,weekly
T55,,Johnson Wagner,4,274.9,"2,199",8,t483,Puerto Rico Open,2020,weekly
T55,,Sangmoon Bae,4,274.9,"2,199",8,t483,Puerto Rico Open,2020,weekly
T57,,Roger Sloan,4,274.6,"2,197",8,t483,Puerto Rico Open,2020,weekly
T57,,Tim Wilkinson,4,274.6,"2,197",8,t483,Puerto Rico Open,2020,weekly
59,,Rob Oppenheim,4,274.1,"2,193",8,t483,Puerto Rico Open,2020,weekly
60,,Chase Seiffert,4,274,"2,192",8,t483,Puerto Rico Open,2020,weekly
61,,Arjun Atwal,4,273,"2,184",8,t483,Puerto Rico Open,2020,weekly
62,,Fabián Gómez,4,271.4,"2,171",8,t483,Puerto Rico Open,2020,weekly
63,,J.J. Henry,4,270.3,"2,162",8,t483,Puerto Rico Open,2020,weekly
64,,Bo Van Pelt,4,269.4,"2,155",8,t483,Puerto Rico Open,2020,weekly
65,,John Senden,4,268.5,"2,148",8,t483,Puerto Rico Open,2020,weekly
66,,Roberto Castro,4,267.9,"2,143",8,t483,Puerto Rico Open,2020,weekly
67,,Alex Cejka,4,267.6,"2,141",8,t483,Puerto Rico Open,2020,weekly
68,,Brendon de Jonge,4,263.8,"2,110",8,t483,Puerto Rico Open,2020,weekly
69,,David Lingmerth,4,260.8,"2,086",8,t483,Puerto Rico Open,2020,weekly
1,,Sam Burns,4,323.9,"2,591",8,t007,The Genesis Invitational,2020,weekly
2,18,Dustin Johnson,4,317.5,"2,540",8,t007,The Genesis Invitational,2020,weekly
3,,Bryson DeChambeau,4,315.8,"2,526",8,t007,The Genesis Invitational,2020,weekly
4,,Brooks Koepka,4,313.5,"2,508",8,t007,The Genesis Invitational,2020,weekly
5,,Xander Schauffele,4,311.3,"2,490",8,t007,The Genesis Invitational,2020,weekly
6,,Marc Leishman,4,309.6,"2,477",8,t007,The Genesis Invitational,2020,weekly
7,,Jon Rahm,4,309.4,"2,475",8,t007,The Genesis Invitational,2020,weekly
8,,Talor Gooch,4,308.5,"2,468",8,t007,The Genesis Invitational,2020,weekly
9,,Sung Kang,4,308.4,"2,467",8,t007,The Genesis Invitational,2020,weekly
10,,Scottie Scheffler,4,308.1,"2,465",8,t007,The Genesis Invitational,2020,weekly
11,,Patrick Rodgers,4,307.1,"2,457",8,t007,The Genesis Invitational,2020,weekly
12,60,Lanto Griffin,4,306.6,"2,453",8,t007,The Genesis Invitational,2020,weekly
13,,Hideki Matsuyama,4,305.9,"2,447",8,t007,The Genesis Invitational,2020,weekly
14,,Martin Trainer,4,305.6,"2,445",8,t007,The Genesis Invitational,2020,weekly
15,,Adam Scott,4,305.4,"2,443",8,t007,The Genesis Invitational,2020,weekly
16,T14,Joseph Bramlett,4,305,"2,440",8,t007,The Genesis Invitational,2020,weekly
17,20,J.B. Holmes,4,303.6,"2,429",8,t007,The Genesis Invitational,2020,weekly
T18,,Martin Laird,4,303.1,"2,425",8,t007,The Genesis Invitational,2020,weekly
T18,,Rory McIlroy,4,303.1,"2,425",8,t007,The Genesis Invitational,2020,weekly
T18,24,Wyndham Clark,4,303.1,"2,425",8,t007,The Genesis Invitational,2020,weekly
